occurrenceID,type,language,license,eventID,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,Municipality,kingdom,nomenclaturalCode,locality,parentEventID,eventDate,end date,samplingProtocol,eventRemarks,scientificName,genus,specificEpithet,individualCount,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLattitude,geodeticDatum
modirisk:long:monit:537,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:18,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus cantans,Ochlerotatus,cantans,2,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:538,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:18,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus rusticus,Ochlerotatus,rusticus,2,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:539,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:19,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,5,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:540,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:19,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,27/07/2009,29/07/2009,Gravid traps,{trapNumber:2},Anopheles plumbeus,Anopheles,plumbeus,3,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:541,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:19,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,27/07/2009,29/07/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:542,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:20,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,10/08/2009,12/08/2009,BG Sentinel ,{trapNumber:2},Anopheles plumbeus,Anopheles,plumbeus,1,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:543,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:20,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,10/08/2009,12/08/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:544,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:21,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,24/08/2009,26/08/2009,Gravid traps,{trapNumber:2},Anopheles plumbeus,Anopheles,plumbeus,1,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:545,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:21,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,24/08/2009,26/08/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:546,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:22,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,7/09/2009,9/09/2009,BG Sentinel ,{trapNumber:2},Anopheles plumbeus,Anopheles,plumbeus,6,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:547,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:22,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,7/09/2009,9/09/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,3,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:548,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:22,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,7/09/2009,9/09/2009,Gravid traps,{trapNumber:2},Anopheles plumbeus,Anopheles,plumbeus,2,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:549,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Ruiselede:2:22,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Ruiselede,Animalia,ICZN,RU2,Ruiselede:R1,7/09/2009,9/09/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,5,"  3°22'28.60"""," 51° 4'22.87""",3.374444,51.072778,WGS84
modirisk:long:monit:550,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:551,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:552,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,754," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:553,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,1/06/2009,3/06/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,125," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:554,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,69," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:555,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:556,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Culiseta annulata,Culiseta,annulata,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:557,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,182," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:558,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,620," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:559,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:560,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Culiseta annulata,Culiseta,annulata,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:561,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,85," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:562,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,728," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:563,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:564,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,29/06/2009,1/07/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,2295," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:565,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,29/06/2009,1/07/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,6," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:566,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,29/06/2009,1/07/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,56," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:567,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,29/06/2009,1/07/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,3," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:568,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,29/06/2009,1/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,1471," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:569,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,275," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:570,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:571,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,128," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:572,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,3," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:573,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Culex torrentium,Culex,torrentium,5," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:574,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Culiseta annulata,Culiseta,annulata,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:575,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,2038," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:576,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,4," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:577,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex torrentium,Culex,torrentium,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:578,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culiseta annulata,Culiseta,annulata,4," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:579,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,161," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:580,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:581,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,101," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:582,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,5," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:583,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,Gravid traps,{trapNumber:1},Culex torrentium,Culex,torrentium,1," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:584,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,513," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:585,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,27/07/2009,29/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:586,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,10/08/2009,12/08/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,35," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:587,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,10/08/2009,12/08/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:588,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,10/08/2009,12/08/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,158," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:589,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,10/08/2009,12/08/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,2," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
modirisk:long:monit:590,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Torhout,Animalia,ICZN,RU1,Torhout:T1,10/08/2009,12/08/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,1794," 3°07'33.59""","51°04'13.84""",3.125833,51.070278,WGS84
