Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,day,month,year,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,9,1934, Grotte carrière inférieure (B.24),,,Lanaye,Grotte carrière inférieure Lanaye,"Lanaye,  Grotte carrière inférieure (B.24)",FS83D,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,1012,RBINS:modirisk:collection::1012,,Luik
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,9,1954, Baraque de Fraiture,,,Vielsalm,Baraque de Fraiture Vielsalm,"Vielsalm,  Baraque de Fraiture",GR07D,,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,1013,RBINS:modirisk:collection::1013,,Luxemburg
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,9,1954, Baraque de Fraiture,,,Vielsalm,Baraque de Fraiture Vielsalm,"Vielsalm,  Baraque de Fraiture",GR07D,,Wouter Dekoninck,Male,Adult,Whole mount,3C-1-Culi-6,1014,RBINS:modirisk:collection::1014,,Luxemburg
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,10,1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-4-Culi-6,1015,RBINS:modirisk:collection::1015,,
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,10,1970, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1016,RBINS:modirisk:collection::1016,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1942, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Désiré C. Rifflard,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,1017,RBINS:modirisk:collection::1017,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-4-Culi-6,1018,RBINS:modirisk:collection::1018,,
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1942, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Désiré C. Rifflard,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,1019,RBINS:modirisk:collection::1019,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1942, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Désiré C. Rifflard,Wouter Dekoninck,Female,Adult,Whole mount,3C-5-Culi-6,1020,RBINS:modirisk:collection::1020,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1942, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Désiré C. Rifflard,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1021,RBINS:modirisk:collection::1021,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1970, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1022,RBINS:modirisk:collection::1022,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,9,1970, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,1023,RBINS:modirisk:collection::1023,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,5,1942,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1024,RBINS:modirisk:collection::1024,,
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,8,1942," Onoz - Spy, Gr. de la Gare (B.52)",,,Jemeppe-sur-Sambre,"Onoz - Spy, Gr. de la Gare (B.52) Jemeppe-sur-Sambre","Jemeppe-sur-Sambre,  Onoz - Spy, Gr. de la Gare (B.52)",FR19D,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1025,RBINS:modirisk:collection::1025,,Namen
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,8,1944, Espinette Centrale,,,Sint-Genesius-Rode,Espinette Centrale Sint-Genesius-Rode,"Sint-Genesius-Rode,  Espinette Centrale",ES92C,P. Vanschuytbroeck,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,1026,RBINS:modirisk:collection::1026,,Flemish Brabant
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,8,1944, Espinette Centrale,,,Sint-Genesius-Rode,Espinette Centrale Sint-Genesius-Rode,"Sint-Genesius-Rode,  Espinette Centrale",ES92C,P. Vanschuytbroeck,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,1027,RBINS:modirisk:collection::1027,,Flemish Brabant
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,8,1944, Espinette Centrale,,,Sint-Genesius-Rode,Espinette Centrale Sint-Genesius-Rode,"Sint-Genesius-Rode,  Espinette Centrale",ES92C,P. Vanschuytbroeck,Wouter Dekoninck,Male,Adult,Whole mount,3C-1-Culi-6,1028,RBINS:modirisk:collection::1028,,Flemish Brabant
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,8,1944, Espinette Centrale,,,Sint-Genesius-Rode,Espinette Centrale Sint-Genesius-Rode,"Sint-Genesius-Rode,  Espinette Centrale",ES92C,P. Vanschuytbroeck,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,1029,RBINS:modirisk:collection::1029,,Flemish Brabant
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,9,1949," Hockai, Fagne de Longlou",,,Stavelot,Hockai Stavelot,"Stavelot,  Hockai, Fagne de Longlou",GR08B,R. Tollet,Wouter Dekoninck,Male,Adult,Whole mount,3C-3-Culi-6,1030,RBINS:modirisk:collection::1030,,Luik
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,9,1949," Hockai, Fagne de Longlou",,,Stavelot,Hockai Stavelot,"Stavelot,  Hockai, Fagne de Longlou",GR08B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,1031,RBINS:modirisk:collection::1031,,Luik
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,,, ,,,Etterbeek,Etterbeek,"Etterbeek,  ",ES93D,,,Female,Adult,Whole mount,3C-2-Culi-6,1032,RBINS:modirisk:collection::1032,,Brussels
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,5,2006," Etang de Virelles, Site B",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site B",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1033,RBINS:modirisk:collection::1033,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,19,5,2006," Etang de Virelles, Site B",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site B",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1034,RBINS:modirisk:collection::1034,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,21,7,2006," Etang de Virelles, Site C",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site C",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1035,RBINS:modirisk:collection::1035,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23,6,2006," Etang de Virelles, Site A",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site A",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1036,RBINS:modirisk:collection::1036,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23,6,2006," Etang de Virelles, Site C",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site C",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1037,RBINS:modirisk:collection::1037,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,28,7,2006," Etang de Virelles, Site C",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site C",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1038,RBINS:modirisk:collection::1038,,Henegouwen
Supplementen,"Culex territans Walker, 1856",Culex,Culex territans,territans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,30,6,2006," Etang de Virelles, Site C",,,Virelles,Etang de Virelles,"Virelles,  Etang de Virelles, Site C",ER94B,Marc Pollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1039,RBINS:modirisk:collection::1039,,Henegouwen
Supplementen,"Culex torrentium Martini, 1925",Culex,Culex torrentium,torrentium,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15,9,1957, ,,,Blankenberge,Blankenberge,"Blankenberge,  ",ES08D,Michel Bequaert,Wouter Dekoninck,Female,Adult,Whole mount,3C-7-Culi-6,1040,RBINS:modirisk:collection::1040,,West Flanders
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,11,1947, ,,,Kortenberg,Kortenberg,"Kortenberg,  ",FS03B,F.G. Overlaet,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1041,RBINS:modirisk:collection::1041,,Flemish Brabant
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,11,1958, ,,,Blankenberge,Blankenberge,"Blankenberge,  ",ES08D,Michel Bequaert,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1042,RBINS:modirisk:collection::1042,,West Flanders
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,11,1960, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1043,RBINS:modirisk:collection::1043,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,12,1968, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1044,RBINS:modirisk:collection::1044,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,4,1911, ,,,Leuven,Leuven,"Leuven,  ",FS13B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1045,RBINS:modirisk:collection::1045,,Flemish Brabant
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,9,1937, Afsnee,,,Gent,Afsnee Gent,"Gent,  Afsnee",ES45D,,Michel Bequaert,Female,Adult,Whole mount,3C-8-Culi-6,1046,RBINS:modirisk:collection::1046,,East Flanders
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,10,1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1047,RBINS:modirisk:collection::1047,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,11,1953, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1048,RBINS:modirisk:collection::1048,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,11,1960, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1049,RBINS:modirisk:collection::1049,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,2,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1050,RBINS:modirisk:collection::1050,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,2,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1051,RBINS:modirisk:collection::1051,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,10,1960, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1052,RBINS:modirisk:collection::1052,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,11,1960, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,M. Claes,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1053,RBINS:modirisk:collection::1053,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,11,1960, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1054,RBINS:modirisk:collection::1054,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,11,1936, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1055,RBINS:modirisk:collection::1055,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,11,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1056,RBINS:modirisk:collection::1056,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,,11,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1057,RBINS:modirisk:collection::1057,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,12,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1058,RBINS:modirisk:collection::1058,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,12,1956, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1059,RBINS:modirisk:collection::1059,,Antwerp
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,2,1913, ,,,Brussel,Brussel,"Brussel,  ",ES93D,,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1060,RBINS:modirisk:collection::1060,,Brussels
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,3,1941, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1061,RBINS:modirisk:collection::1061,,East Flanders
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,9,1942,Forêt de Soignes (sentier des Pins),,, ,Forêt de Soignes (sentier des Pins)," , Forêt de Soignes (sentier des Pins)",FS02A,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,1062,RBINS:modirisk:collection::1062,,
Supplementen,"Culiseta annulata (Schrank, 1776)",Culiseta,Culiseta annulata,annulata,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,9,1942,Forêt de Soignes (sentier des Pins),,, ,Forêt de Soignes (sentier des Pins)," , Forêt de Soignes (sentier des Pins)",FS02A,R. Tollet,Wouter Dekoninck,Male,Adult,Whole mount,3C-8-Culi-6,1063,RBINS:modirisk:collection::1063,,
