Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,day,month,year,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-1-Culi-6,287,RBINS:modirisk:collection::287,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,27,4,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-1-Culi-6,288,RBINS:modirisk:collection::288,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,29,4,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-1-Culi-6,289,RBINS:modirisk:collection::289,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,3,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-1-Culi-6,290,RBINS:modirisk:collection::290,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,5,5,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-1-Culi-6,291,RBINS:modirisk:collection::291,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-1-Culi-6,292,RBINS:modirisk:collection::292,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-1-Culi-6,293,RBINS:modirisk:collection::293,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-1-Culi-6,294,RBINS:modirisk:collection::294,,East Flanders
Coll. M. Bequaert,"Culiseta morsitans (Theobald, 1901)",Culiseta,Culiseta morsitans,morsitans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-1-Culi-6,295,RBINS:modirisk:collection::295,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1,5,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,296,RBINS:modirisk:collection::296,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,297,RBINS:modirisk:collection::297,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,298,RBINS:modirisk:collection::298,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,5,1939, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,299,RBINS:modirisk:collection::299,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,5,1943, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,300,RBINS:modirisk:collection::300,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20,5,1939, ,,,Melle,Melle,"Melle,  ",ES55D,,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,301,RBINS:modirisk:collection::301,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,25,4,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,302,RBINS:modirisk:collection::302,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26,5,1943, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,303,RBINS:modirisk:collection::303,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26,5,1943, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,304,RBINS:modirisk:collection::304,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,6,5,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,305,RBINS:modirisk:collection::305,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,306,RBINS:modirisk:collection::306,,East Flanders
Coll. M. Bequaert,"Ochlerotatus annulipes (Meigen, 1830)",Ochlerotatus,Ochlerotatus annulipes,annulipes,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,307,RBINS:modirisk:collection::307,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,308,RBINS:modirisk:collection::308,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12,5,1943, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,309,RBINS:modirisk:collection::309,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14,4,1937, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,310,RBINS:modirisk:collection::310,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16,4,1937, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,311,RBINS:modirisk:collection::311,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20,4,1937, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,312,RBINS:modirisk:collection::312,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,313,RBINS:modirisk:collection::313,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26,5,1936, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,314,RBINS:modirisk:collection::314,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,27,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,315,RBINS:modirisk:collection::315,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,28,4,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,316,RBINS:modirisk:collection::316,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,29,5,1946, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,317,RBINS:modirisk:collection::317,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,29,5,1946, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,318,RBINS:modirisk:collection::318,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,3,5,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,319,RBINS:modirisk:collection::319,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,4,6,1947," Knokke, Duinen",,,Knokke-Heist,Knokke-Heist,"Knokke-Heist,  Knokke, Duinen",ES18B,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,320,RBINS:modirisk:collection::320,,West Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,321,RBINS:modirisk:collection::321,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,5,1937, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,322,RBINS:modirisk:collection::322,,East Flanders
Coll. M. Bequaert,"Ochlerotatus cantans (Meigen, 1818)",Ochlerotatus,Ochlerotatus cantans,cantans,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8,5,1937, ,,,Waarschoot,Waarschoot,"Waarschoot,  ",ES46A,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,323,RBINS:modirisk:collection::323,,East Flanders
Coll. M. Bequaert,"Ochlerotatus caspius (Pallas, 1771)",Ochlerotatus,Ochlerotatus caspius,caspius,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26,8,1951, ,,,Zeebrugge,Zeebrugge,"Zeebrugge,  ",ES18A,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,324,RBINS:modirisk:collection::324,,West Flanders
Coll. M. Bequaert,"Ochlerotatus caspius (Pallas, 1771)",Ochlerotatus,Ochlerotatus caspius,caspius,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26,8,1951, ,,,Zeebrugge,Zeebrugge,"Zeebrugge,  ",ES18A,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,325,RBINS:modirisk:collection::325,,West Flanders
Coll. M. Bequaert,"Ochlerotatus communis (De Geer, 1776)",Ochlerotatus,Ochlerotatus communis,communis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9,5,1947, Schelderode,,,Merelbeke,Schelderode Merelbeke,"Merelbeke,  Schelderode",ES54A,,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,326,RBINS:modirisk:collection::326,,East Flanders
Coll. M. Bequaert,"Ochlerotatus detritus (Haliday, 1833)",Ochlerotatus,Ochlerotatus detritus,detritus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14,6,1926," Knokke, Het Zwin",,,Knokke-Heist,Knokke-Heist,"Knokke-Heist,  Knokke, Het Zwin",ES18B,Maurice E. M. Goetghebuer,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,327,RBINS:modirisk:collection::327,,West Flanders
Coll. M. Bequaert,"Ochlerotatus detritus (Haliday, 1833)",Ochlerotatus,Ochlerotatus detritus,detritus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,17,9,1925, Knokke,,,Knokke-Heist,Knokke-Heist,"Knokke-Heist,  Knokke",ES18B,Maurice E. M. Goetghebuer,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,328,RBINS:modirisk:collection::328,,West Flanders
Coll. M. Bequaert,"Ochlerotatus detritus (Haliday, 1833)",Ochlerotatus,Ochlerotatus detritus,detritus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,21,9,1925, Knokke,,,Knokke-Heist,Knokke-Heist,"Knokke-Heist,  Knokke",ES18B,Maurice E. M. Goetghebuer,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,329,RBINS:modirisk:collection::329,,West Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,6,1955, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,330,RBINS:modirisk:collection::330,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,CH,WGS84,Animalia,ICZN,10,7,1950, ,,,Grindelwald,Grindelwald,"Grindelwald,  ",,,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,331,RBINS:modirisk:collection::331,,
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11,6,1955, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,332,RBINS:modirisk:collection::332,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14,6,1955, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,333,RBINS:modirisk:collection::333,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16,5,1952, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,334,RBINS:modirisk:collection::334,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,17,5,1955, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Female,Adult,Whole mount,3C-2-Culi-6,335,RBINS:modirisk:collection::335,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,19,5,1952, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,336,RBINS:modirisk:collection::336,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2,6,1955, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,337,RBINS:modirisk:collection::337,,East Flanders
Coll. M. Bequaert,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20,5,1952, ,,,Melle,Melle,"Melle,  ",ES55D,Michel Bequaert,Michel Bequaert,Male,Adult,Whole mount,3C-2-Culi-6,338,RBINS:modirisk:collection::338,,East Flanders
