collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1090;E. Coucke;Female;Adult;22/3/1896;1896;< 1900;3;22;Sint-Pieters-Woluwe;;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1136;E. Coucke;Female;Adult;5/5/1896;1896;< 1900;5;5;Oudergem;Rouge-Clǫtre;5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:237;J. Jacobs;Female;Adult;mei/02;1902;1900-1910;5;;Loppem;;51.158.804.654.624.800;31.787.517.025.650.500;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:148;J. Jacobs;Female;Adult;15/02/1903;1903;1900-1910;2;15;Loppem;;51.158.804.654.624.800;31.787.517.025.650.500;WGS84;J. Jacobs;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:158;Maurice E. M. Goetghebuer;Female;Adult;23/10/1903;1903;1900-1910;10;23;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:190;Maurice E. M. Goetghebuer;Female;Adult;23/05/1903;1903;1900-1910;5;23;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:231;Maurice E. M. Goetghebuer;Female;Adult;12/05/1903;1903;1900-1910;5;12;Gent;Oostakker;5.111.157.456.372.340;37.499.926.909.175.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:235;Maurice E. M. Goetghebuer;Female;Adult;18/04/1903;1903;1900-1910;4;18;Gent;Oostakker;5.111.157.456.372.340;37.499.926.909.175.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:236;Maurice E. M. Goetghebuer;Male;Adult;18/04/1903;1903;1900-1910;4;18;Gent;Oostakker;5.111.157.456.372.340;37.499.926.909.175.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:628;Maurice E. M. Goetghebuer;Female;Adult;21/04/1903;1903;1900-1910;4;21;Gent;Oostakker;5.111.157.456.372.340;37.499.926.909.175.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:20;Paul de Moffarts;Female;Adult;nov/08;1908;1900-1910;11;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Anopheles maculipennis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:45;Paul de Moffarts;Female;Adult;okt/08;1908;1900-1910;10;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culex pipiens;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:54;Paul de Moffarts;Female;Adult;nov/08;1908;1900-1910;11;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culex pipiens;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:140;Paul de Moffarts;Female;Adult;okt/08;1908;1900-1910;10;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1;Maurice E. M. Goetghebuer;Male;Adult;10/06/1909;1909;1900-1910;6;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:14;Maurice E. M. Goetghebuer;Female;Adult;18/09/1909;1909;1900-1910;9;18;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:18;Maurice E. M. Goetghebuer;Female;Adult;30/09/1909;1909;1900-1910;9;30;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:180;Paul de Moffarts;Male;Adult;sep/09;1909;1900-1910;9;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:181;Paul de Moffarts;Female;Adult;sep/09;1909;1900-1910;9;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:186;Maurice E. M. Goetghebuer;Female;Adult;13/06/1909;1909;1900-1910;6;13;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:188;Maurice E. M. Goetghebuer;Female;Adult;17/08/1909;1909;1900-1910;8;17;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:191;Maurice E. M. Goetghebuer;Male;Adult;30/05/1909;1909;1900-1910;5;30;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:203;Maurice E. M. Goetghebuer;Female;Adult;22/05/1909;1909;1900-1910;5;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:205;Maurice E. M. Goetghebuer;Male;Adult;24/05/1909;1909;1900-1910;5;24;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:211;Maurice E. M. Goetghebuer;Female;Adult;8/05/1909;1909;1900-1910;5;8;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus communis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:225;Maurice E. M. Goetghebuer;Male;Adult;18/05/1909;1909;1900-1910;5;18;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:232;Maurice E. M. Goetghebuer;Male;Adult;12/05/1909;1909;1900-1910;5;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:378;Maurice E. M. Goetghebuer;Female;Adult;10/06/1909;1909;1900-1910;6;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:379;Maurice E. M. Goetghebuer;Male;Adult;10/06/1909;1909;1900-1910;6;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:380;Maurice E. M. Goetghebuer;Female;Adult;17/06/1909;1909;1900-1910;6;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:410;Maurice E. M. Goetghebuer;Female;Adult;25/08/1909;1909;1900-1910;8;25;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:417;Maurice E. M. Goetghebuer;Male;Adult;5/09/1909;1909;1900-1910;9;5;Blankenberge;;5.129.377.406.094.240;3.107.565.659.854.870;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:424;Maurice E. M. Goetghebuer;Female;Adult;12/06/1909;1909;1900-1910;6;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:433;;Female;Adult;25/08/1909;1909;1900-1910;8;25;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;;Anopheles maculipennis;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:451;Maurice E. M. Goetghebuer;Female;Adult;11/08/1909;1909;1900-1910;8;11;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Coquillettidia richiardii;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:509;Maurice E. M. Goetghebuer;Female;Adult;28/05/1909;1909;1900-1910;5;28;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:510;Maurice E. M. Goetghebuer;Female;Adult;28/05/1909;1909;1900-1910;5;28;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:513;Maurice E. M. Goetghebuer;Female;Adult;6/04/1909;1909;1900-1910;4;6;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:524;Maurice E. M. Goetghebuer;Female;Adult;10/06/1909;1909;1900-1910;6;10;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:525;Maurice E. M. Goetghebuer;Female;Adult;12/06/1909;1909;1900-1910;6;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:526;Maurice E. M. Goetghebuer;Male;Adult;13/06/1909;1909;1900-1910;6;13;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:541;Maurice E. M. Goetghebuer;Female;Adult;28/05/1909;1909;1900-1910;5;28;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:542;Maurice E. M. Goetghebuer;Male;Adult;30/05/1909;1909;1900-1910;5;30;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:543;Maurice E. M. Goetghebuer;Female;Adult;30/05/1909;1909;1900-1910;5;30;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:544;Maurice E. M. Goetghebuer;Female;Adult;5/06/1909;1909;1900-1910;6;5;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:559;Maurice E. M. Goetghebuer;Male;Adult;11/05/1909;1909;1900-1910;5;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:560;Maurice E. M. Goetghebuer;Male;Adult;12/05/1909;1909;1900-1910;5;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:561;Maurice E. M. Goetghebuer;Male;Adult;12/05/1909;1909;1900-1910;5;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:565;Maurice E. M. Goetghebuer;Female;Adult;18/05/1909;1909;1900-1910;5;18;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:568;Maurice E. M. Goetghebuer;Female;Adult;22/05/1909;1909;1900-1910;5;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:569;Maurice E. M. Goetghebuer;Male;Adult;22/05/1909;1909;1900-1910;5;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:572;Maurice E. M. Goetghebuer;Female;Adult;29/04/1909;1909;1900-1910;4;29;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:576;Maurice E. M. Goetghebuer;Female;Adult;13/09/1909;1909;1900-1910;9;13;Blankenberge;duinen;5.129.377.406.094.240;3.107.565.659.854.870;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus caspius;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:603;Maurice E. M. Goetghebuer;Female;Adult;11/05/1909;1909;1900-1910;5;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:617;Maurice E. M. Goetghebuer;Male;Adult;29/04/1909;1909;1900-1910;4;29;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:622;Maurice E. M. Goetghebuer;Male;Adult;12/05/1909;1909;1900-1910;5;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:625;Maurice E. M. Goetghebuer;Male;Adult;18/05/1909;1909;1900-1910;5;18;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:626;Maurice E. M. Goetghebuer;Female;Adult;18/05/1909;1909;1900-1910;5;18;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:11;Maurice E. M. Goetghebuer;Female;Adult;13/05/1910;1910;1900-1910;5;13;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:12;Maurice E. M. Goetghebuer;Female;Adult;13/05/1910;1910;1900-1910;5;13;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:13;Maurice E. M. Goetghebuer;Male;Adult;13/05/1910;1910;1900-1910;5;13;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:141;Paul de Moffarts;Male;Adult;okt/10;1910;1900-1910;10;;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Paul de Moffarts;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:193;Maurice E. M. Goetghebuer;Male;Adult;14/06/1910;1910;1900-1910;6;14;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:194;Maurice E. M. Goetghebuer;Female;Adult;29/06/1910;1910;1900-1910;6;29;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:195;Maurice E. M. Goetghebuer;Female;Adult;29/06/1910;1910;1900-1910;6;29;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:196;Maurice E. M. Goetghebuer;Female;Adult;3/07/1910;1910;1900-1910;7;3;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:197;Maurice E. M. Goetghebuer;Male;Adult;3/07/1910;1910;1900-1910;7;3;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:201;Maurice E. M. Goetghebuer;Male;Adult;8/07/1910;1910;1900-1910;7;8;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:222;Maurice E. M. Goetghebuer;Female;Adult;11/05/1910;1910;1900-1910;5;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:382;Maurice E. M. Goetghebuer;Female;Adult;20/06/1910;1910;1900-1910;6;20;Virton;;4.960.249.215.032.500;5.525.862.698.756.430;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:392;Maurice E. M. Goetghebuer;Female;Adult;10/06/1910;1910;1900-1910;6;10;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Aedes vexans;Animalia
