Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,eventDate,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie,X,Y,TAG,POINT_X,POINT_Y,decimalLongitude,decimalLatitude,datasetName2,georeferenceRemarks
Supplementen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,3/8/1945, Nethen,,,Grez-Doiceau,Nethen Grez-Doiceau,"Grez-Doiceau,  Nethen",FS12B,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-16-Culi-6,752,RBINS:modirisk:collection::752,,Brabant Wallon,171027.55730000135,164137.51139999926,FS12B,171027.5573,164137.5114,4.666952870452784,50.78732857124612,Modirisk_collection_data,georeference_attempt
Supplementen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,4/7/1934,Forêt de Soignes (Arboretum),,, ,Forêt de Soignes (Arboretum)," , Forêt de Soignes (Arboretum)",FS02B,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-16-Culi-6,753,RBINS:modirisk:collection::753,,,161027.29860000312,164322.69359999895,FS02B,161027.2986,164322.6936,4.525140752701873,50.78926931414178,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/10/1951, ,,,Brussel,Brussel,"Brussel,  ",ES93D,P. Gravez,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,754,RBINS:modirisk:collection::754,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/12/1920, ,,, Lo,Lo," Lo,  ",DS84A,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,755,RBINS:modirisk:collection::755,,,36377.76780000328,186634.78139999878,DS84A,36377.7678,186634.7814,2.750718434121391,50.978827518500836,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/7/1942,Forêt de Soignes (sentier Les trois Fontaines),,, ,Forêt de Soignes (sentier Les trois Fontaines)," , Forêt de Soignes (sentier Les trois Fontaines)",ES91A,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,756,RBINS:modirisk:collection::756,,,145841.49719999733,154599.59160000086,ES91A,145841.4972,154599.5916,4.30988339942558,50.70195190564638,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/8/1926, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,757,RBINS:modirisk:collection::757,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/9/1950, Mirwart,,,Saint-Hubert,Mirwart Saint-Hubert,"Saint-Hubert,  Mirwart",FR64A,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,758,RBINS:modirisk:collection::758,,Luxemburg,214553.2399000004,83314.9362999983,FR64A,214553.2399,83314.9363,5.270244038394413,50.05756528298668,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/9/1953, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,759,RBINS:modirisk:collection::759,,Antwerp,146861.41839999706,209604.93140000105,ES97C,146861.4184,209604.9314,4.323857595380179,51.19641288299004,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/10/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,760,RBINS:modirisk:collection::760,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/10/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,761,RBINS:modirisk:collection::761,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/10/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-1-Culi-6,762,RBINS:modirisk:collection::762,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/10/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,763,RBINS:modirisk:collection::763,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/10/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-6-Culi-6,764,RBINS:modirisk:collection::764,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/3/1941, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,765,RBINS:modirisk:collection::765,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/3/1941, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,766,RBINS:modirisk:collection::766,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/4/1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,767,RBINS:modirisk:collection::767,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/6/1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,768,RBINS:modirisk:collection::768,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/6/1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,769,RBINS:modirisk:collection::769,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/7/1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,770,RBINS:modirisk:collection::770,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/7/1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,771,RBINS:modirisk:collection::771,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/7/1965, ,,,Dessel,Dessel,"Dessel,  ",FS47B,L. Allaer,Wouter Dekoninck,Female,Adult,Whole mount,3C-5-Culi-6,772,RBINS:modirisk:collection::772,,Antwerp,201958.25140000132,213578.57539999855,FS47B,201958.2514,213578.5754,5.112605236654038,51.2297941836783,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1953, Colonster,,,Embourg,Colonster Embourg,"Embourg,  Colonster",FS80A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-6-Culi-6,773,RBINS:modirisk:collection::773,,Luik,235650.58770000192,142936.79560000074,FS80A,235650.5877,142936.7956,5.578399906630971,50.59083905847433,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1953, Colonster,,,Embourg,Colonster Embourg,"Embourg,  Colonster",FS80A,,Wouter Dekoninck,Male,Adult,Whole mount,3C-6-Culi-6,774,RBINS:modirisk:collection::774,,Luik,235650.58770000192,142936.79560000074,FS80A,235650.5877,142936.7956,5.578399906630971,50.59083905847433,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/2/1913, Le Fagnoû,,,Francorchamps,Le Fagnoû Francorchamps,"Francorchamps,  Le Fagnoû",GR19C,,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,775,RBINS:modirisk:collection::775,,Luik,264363.66359999776,127406.61279999836,GR19C,264363.6636,127406.6128,5.979047768999941,50.446340741671165,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/2/1943,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,P. Vanschuytbroeck,Wouter Dekoninck,Male,Adult,Whole mount,3C-4-Culi-6,776,RBINS:modirisk:collection::776,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/2/1943,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,P. Vanschuytbroeck,Wouter Dekoninck,Female,Adult,Whole mount,3C-4-Culi-6,777,RBINS:modirisk:collection::777,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/6/1928,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,André Léon Tonnoir,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,778,RBINS:modirisk:collection::778,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/9/1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,J. Cooreman,Wouter Dekoninck,Male,Adult,Whole mount,3C-4-Culi-6,779,RBINS:modirisk:collection::779,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/9/1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,J. Cooreman,Wouter Dekoninck,Female,Adult,Whole mount,3C-4-Culi-6,780,RBINS:modirisk:collection::780,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/9/1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,J. Cooreman,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,781,RBINS:modirisk:collection::781,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/10/1960, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,782,RBINS:modirisk:collection::782,,Antwerp,146861.41839999706,209604.93140000105,ES97C,146861.4184,209604.9314,4.323857595380179,51.19641288299004,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/1967, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,783,RBINS:modirisk:collection::783,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/6/1958, ,,,Hoboken,Hoboken,"Hoboken,  ",ES97C,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,784,RBINS:modirisk:collection::784,,Antwerp,146861.41839999706,209604.93140000105,ES97C,146861.4184,209604.9314,4.323857595380179,51.19641288299004,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/7/1935, Limelette,,,Ottignies-Louvain-la-Neuve,Limelette Ottignies-Louvain-la-Neuve,"Ottignies-Louvain-la-Neuve,  Limelette",FS11A,O. Sablon,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,785,RBINS:modirisk:collection::785,,Brabant Wallon,165842.41860000044,154229.8834999986,FS11A,165842.4186,154229.8835,4.592994918308814,50.69842638519493,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/7/1935, Limelette,,,Ottignies-Louvain-la-Neuve,Limelette Ottignies-Louvain-la-Neuve,"Ottignies-Louvain-la-Neuve,  Limelette",FS11A,O. Sablon,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,786,RBINS:modirisk:collection::786,,Brabant Wallon,165842.41860000044,154229.8834999986,FS11A,165842.4186,154229.8835,4.592994918308814,50.69842638519493,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/7/1935, Limelette,,,Ottignies-Louvain-la-Neuve,Limelette Ottignies-Louvain-la-Neuve,"Ottignies-Louvain-la-Neuve,  Limelette",FS11A,O. Sablon,Wouter Dekoninck,Male,Adult,Whole mount,3C-3-Culi-6,787,RBINS:modirisk:collection::787,,Brabant Wallon,165842.41860000044,154229.8834999986,FS11A,165842.4186,154229.8835,4.592994918308814,50.69842638519493,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1919,Neerpede,50.82522969999999,4.2614292,Anderlecht,Neerpede Anderlecht,"Anderlecht, Neerpede",ES93C,André Léon Tonnoir,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,788,RBINS:modirisk:collection::788,,Brussels,146118.96389999986,169600.72320000082,ES93C,146118.9639,169600.7232,4.313655544145898,50.8368093510628,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-6-Culi-6,789,RBINS:modirisk:collection::789,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,790,RBINS:modirisk:collection::790,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-6-Culi-6,791,RBINS:modirisk:collection::791,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,792,RBINS:modirisk:collection::792,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
