Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,eventDate,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie,X,Y,TAG,POINT_X,POINT_Y,decimalLongitude,decimalLatitude,datasetName2,georeferenceRemarks
Algemeen,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/4/1954, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,,Female,Adult,Whole mount,3C-3-Culi-6,31,RBINS:modirisk:collection::31,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/7/1922,Postel,51.28763,5.1931199999999995,Mol,Postel Mol,"Mol, Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-5-Culi-6,32,RBINS:modirisk:collection::32,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/8/1922,Postel,51.28763,5.1931199999999995,Mol,Postel Mol,"Mol, Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-5-Culi-6,33,RBINS:modirisk:collection::33,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1919,Neerpede,50.82522969999999,4.2614292,Anderlecht,Neerpede Anderlecht,"Anderlecht, Neerpede",ES93C,André Léon Tonnoir,F. W. Edwards,Female,Adult,Whole mount,3C-5-Culi-6,34,RBINS:modirisk:collection::34,,Brussels,146118.96389999986,169600.72320000082,ES93C,146118.9639,169600.7232,4.313655544145898,50.8368093510628,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,20/7/1917,Genval,50.7211,4.49388,Rixensart,Genval Rixensart,"Rixensart, Genval",FS02D,André Léon Tonnoir,F. W. Edwards,Female,Adult,Whole mount,3C-5-Culi-6,35,RBINS:modirisk:collection::35,,Brabant Wallon,160934.75850000232,159322.50360000134,FS02D,160934.7585,159322.5036,4.523679733033983,50.744320946323356,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/1922,Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol, Abdij van Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-5-Culi-6,36,RBINS:modirisk:collection::36,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/1922,Postel,51.28763,5.1931199999999995,Mol,Postel Mol,"Mol, Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-5-Culi-6,37,RBINS:modirisk:collection::37,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/1922,Postel,51.28763,5.1931199999999995,Mol,Postel Mol,"Mol, Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-5-Culi-6,38,RBINS:modirisk:collection::38,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Algemeen,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8/7/1918, ,,,Anderlecht,Anderlecht,"Anderlecht,  ",ES93C,André Léon Tonnoir,F. W. Edwards,Female,Adult,Whole mount,3C-5-Culi-6,39,RBINS:modirisk:collection::39,,Brussels,146118.96389999986,169600.72320000082,ES93C,146118.9639,169600.7232,4.313655544145898,50.8368093510628,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/10/1967, ,,,Liège,Liège,"Liège,  ",FS81C,F. Delhez,L. Allaer,Female,Adult,Whole mount,3C-8-Culi-6,40,RBINS:modirisk:collection::40,,Luik,235743.0284999981,147935.60790000114,FS81C,235743.0285,147935.6079,5.5808582499078465,50.63575893097075,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/4/1892, ,,,Brussel,Brussel,"Brussel,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,41,RBINS:modirisk:collection::41,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/5/1895, ,,,Brussel,Brussel,"Brussel,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,42,RBINS:modirisk:collection::42,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/5/1895, ,,,Brussel,Brussel,"Brussel,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,43,RBINS:modirisk:collection::43,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/11/1917, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,44,RBINS:modirisk:collection::44,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/1908, ,,,Gent,Gent,"Gent,  ",ES55A,Paul de Moffarts,Paul de Moffarts,Female,Adult,Whole mount,3C-8-Culi-6,45,RBINS:modirisk:collection::45,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/1944, Boitsfort,,,Watermael-Boitsfort,Boitsfort,"Watermael-Boitsfort,  Boitsfort",ES92B,Georges Marlier,A. Collart,Female,Adult,Whole mount,3C-8-Culi-6,46,RBINS:modirisk:collection::46,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/3/1896, ,,,Oudergem,Oudergem,"Oudergem,  ",FS03C,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,47,RBINS:modirisk:collection::47,,Brussels,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/6/1895,Ter Kameren,,,Oudergem,Ter Kameren Oudergem,"Oudergem, Ter Kameren",FS03C,E. Coucke,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,48,RBINS:modirisk:collection::48,,Brussels,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/6/1918,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,André Léon Tonnoir,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,49,RBINS:modirisk:collection::49,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/7/1894, ,,,Etterbeek,Etterbeek,"Etterbeek,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,50,RBINS:modirisk:collection::50,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/8/1892,Hertogenwald,50.5833333,6.0666667, ,Hertogenwald," , Hertogenwald",KB90A,E. Coucke,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,51,RBINS:modirisk:collection::51,,,270393.9554999993,142689.17009999976,KB90A,270393.9555,142689.1701,6.068856764674364,50.58249072638916,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/8/1892,Hertogenwald,50.5833333,6.0666667, ,Hertogenwald," , Hertogenwald",KB90A,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-7-Culi-6,52,RBINS:modirisk:collection::52,,,270393.9554999993,142689.17009999976,KB90A,270393.9555,142689.1701,6.068856764674364,50.58249072638916,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1893, ,,,Etterbeek,Etterbeek,"Etterbeek,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,53,RBINS:modirisk:collection::53,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/1908, ,,,Gent,Gent,"Gent,  ",ES55A,Paul de Moffarts,Paul de Moffarts,Female,Adult,Whole mount,3C-8-Culi-6,54,RBINS:modirisk:collection::54,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/7/1917,Genval,50.7211,4.49388,Rixensart,Genval Rixensart,"Rixensart, Genval",FS02D,André Léon Tonnoir,André Léon Tonnoir,Female,Adult,Whole mount,3C-8-Culi-6,55,RBINS:modirisk:collection::55,,Brabant Wallon,160934.75850000232,159322.50360000134,FS02D,160934.7585,159322.5036,4.523679733033983,50.744320946323356,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/11/1913, ,,,Brussel,Brussel,"Brussel,  ",ES93D,,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,56,RBINS:modirisk:collection::56,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/4/1894, ,,,Evegnée,Evegnée,"Evegnée,  ",FS91C,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,57,RBINS:modirisk:collection::57,,Luik,245740.4289999977,147750.60159999874,FS91C,245740.429,147750.6016,5.722109426202706,50.63254256358519,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/6/1918, ,,,Melsbroek,Melsbroek,"Melsbroek,  ",FS04C,André Léon Tonnoir,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,58,RBINS:modirisk:collection::58,,Flemish Brabant,156305.0196999982,179416.14620000124,FS04C,156305.0197,179416.1462,4.458429907498498,50.92502221788491,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/8/1895, ,,,Etterbeek,Etterbeek,"Etterbeek,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,59,RBINS:modirisk:collection::59,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/10/1911, ,,,Francorchamps,Francorchamps,"Francorchamps,  ",GR19C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-7-Culi-6,60,RBINS:modirisk:collection::60,,Luik,264363.66359999776,127406.61279999836,GR19C,264363.6636,127406.6128,5.979047768999941,50.446340741671165,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/10/1911, ,,,Francorchamps,Francorchamps,"Francorchamps,  ",GR19C,Guilliaume Severin,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,61,RBINS:modirisk:collection::61,,Luik,264363.66359999776,127406.61279999836,GR19C,264363.6636,127406.6128,5.979047768999941,50.446340741671165,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/10/1936, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,A. Collart,Male,Adult,Whole mount,3C-7-Culi-6,62,RBINS:modirisk:collection::62,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/10/1936, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,A. Collart,Female,Adult,Whole mount,3C-7-Culi-6,63,RBINS:modirisk:collection::63,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/5/1892, ,,,Ixelles,Ixelles,"Ixelles,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,64,RBINS:modirisk:collection::64,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/7/1917,Genval,50.7211,4.49388,Rixensart,Genval Rixensart,"Rixensart, Genval",FS02D,André Léon Tonnoir,André Léon Tonnoir,Male,Adult,Whole mount,3C-7-Culi-6,65,RBINS:modirisk:collection::65,,Brabant Wallon,160934.75850000232,159322.50360000134,FS02D,160934.7585,159322.5036,4.523679733033983,50.744320946323356,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/7/1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,A. Collart,Female,Adult,Whole mount,3C-8-Culi-6,66,RBINS:modirisk:collection::66,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/7/1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,A. Collart,Male,Adult,Whole mount,3C-7-Culi-6,67,RBINS:modirisk:collection::67,,Antwerp,151862.067900002,209511.86919999868,ES97D,151862.0679,209511.8692,4.395395238247643,51.19558150031238,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/8/1894, ,,,Brussel,Brussel,"Brussel,  ",ES93D,E. Coucke,Wouter Dekoninck,Female,Adult,Whole mount,3C-8-Culi-6,68,RBINS:modirisk:collection::68,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/4/1931, ,,,Liège,Liège,"Liège,  ",FS81C,,,Male,Adult,Whole mount,3C-7-Culi-6,69,RBINS:modirisk:collection::69,,Luik,235743.0284999981,147935.60790000114,FS81C,235743.0285,147935.6079,5.5808582499078465,50.63575893097075,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/8/1894, ,,,Etterbeek,Etterbeek,"Etterbeek,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-7-Culi-6,70,RBINS:modirisk:collection::70,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/4/1892, ,,,Sint-Lambrechts-Woluwe,Sint-Lambrechts-Woluwe,"Sint-Lambrechts-Woluwe,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,71,RBINS:modirisk:collection::71,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
Algemeen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/4/1892, ,,,Sint-Lambrechts-Woluwe,Sint-Lambrechts-Woluwe,"Sint-Lambrechts-Woluwe,  ",ES93D,E. Coucke,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-8-Culi-6,72,RBINS:modirisk:collection::72,,Brussels,151119.3395999968,169508.13789999858,ES93D,151119.3396,169508.1379,4.384642333258973,50.83598850241617,Modirisk_collection_data,georeference_attempt
