id	type	language	license	rightsHolder	accessRights	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	sex	lifeStage	preparations	disposition	eventDate	year	month	day	countryCode	stateProvince	municipality	locality	verbatimCoordinates	verbatimLatitude	verbatimLongitude	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceRemarks	identifiedBy	scientificName	originalNameUsage	kingdom	genus	specificEpithet	nomenclaturalCode
RBINS:modirisk:collection:97	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:97	97	E. Coucke	Female	Adult	Whole mount	in collection	24/5/1892	1892	5	24	BE	Brussels	Ixelles		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:98	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:98	98	E. Coucke	Female	Adult	Whole mount	in collection	24/7/1894	1894	7	24	BE	Antwerp	Brasschaat		FS08C	219419.97049999985	157049.05120000243	51.28459811292425	4.469791834431184	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:99	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:99	99	Guilliaume Severin	Male	Adult	Whole mount	in collection	24/9/1911	1911	9	24	BE	Luik	Francorchamps		GR19C	127406.61279999836	264363.66359999776	50.446340741671165	5.979047768999941	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:100	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:100	100	Guilliaume Severin	Female	Adult	Whole mount	in collection	24/9/1911	1911	9	24	BE	Luik	Francorchamps		GR19C	127406.61279999836	264363.66359999776	50.446340741671165	5.979047768999941	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:101	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:101	101	E. Coucke	Male	Adult	Whole mount	in collection	25/8/1893	1893	8	25	BE	Luik	Fléron		FS81D	147843.10819999874	240741.78649999946	50.63417213139914	5.6514870605177	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:102	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:102	102	Guilliaume Severin	Male	Adult	Whole mount	in collection	25/9/1924	1924	9	25	BE	West Flanders	De Panne		DS76C	201821.90480000156	26651.623199999325	51.11331998954041	2.6071350560616113	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:103	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:103	103	A. Collart	Male	Adult	Whole mount	in collection	25/9/1933	1933	9	25	BE	Luik	Lanaye	Grotte carriére inférieure	FS83D	167838.001600001	241112.72860000285	50.813837147245536	5.661653446366415	WGS84	centroid of respective UTM square given	A. Collart	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:104	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:104	104	A. Collart	Female	Adult	Whole mount	in collection	25/9/1933	1933	9	25	BE	Luik	Lanaye	Grotte carriére inférieure	FS83D	167838.001600001	241112.72860000285	50.813837147245536	5.661653446366415	WGS84	centroid of respective UTM square given	A. Collart	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:105	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:105	105	E. Coucke	Female	Adult	Whole mount	in collection	26/2/1894	1894	2	26	BE	Luik	Fléron		FS81D	147843.10819999874	240741.78649999946	50.63417213139914	5.6514870605177	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:106	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:106	106	E. Coucke	Female	Adult	Whole mount	in collection	26/6/1895	1895	6	26	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:107	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:107	107	E. Coucke	Female	Adult	Whole mount	in collection	26/8/1892	1892	8	26	BE	Brussels	Etterbeek		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:108	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:108	108	E. Coucke	Female	Adult	Whole mount	in collection	27/3/1892	1892	3	27	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:109	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:109	109		Male	Adult	Whole mount	in collection	27/6/1931	1931	6	27	BE			La Xhavée	FS81B	152841.8134999983	240834.3483000025	50.679089045943975	5.654018934734374	WGS84	centroid of respective UTM square given		Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:110	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:110	110	E. Coucke	Female	Adult	Whole mount	in collection	28/3/1892	1892	3	28	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:111	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:111	111	E. Coucke	Female	Adult	Whole mount	in collection	29/3/1894	1894	3	29	BE	Luik	Evegnée		FS91C	147750.60159999874	245740.4289999977	50.63254256358519	5.722109426202706	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:112	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:112	112	E. Coucke	Female	Adult	Whole mount	in collection	29/3/1894	1894	3	29	BE	Brussels	Etterbeek		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:113	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:113	113	E. Coucke	Male	Adult	Whole mount	in collection	29/9/1894	1894	9	29	BE	Brussels	Etterbeek		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:114	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:114	114	E. Coucke	Male	Adult	Whole mount	in collection	3/10/1895	1895	10	3	BE	Brussels	Etterbeek		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:115	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:115	115	E. Coucke	Female	Adult	Whole mount	in collection	3/4/1894	1894	4	3	BE	Luik	Evegnée		FS91C	147750.60159999874	245740.4289999977	50.63254256358519	5.722109426202706	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:116	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:116	116	André Léon Tonnoir	Female	Adult	Whole mount	in collection	3/6/1918	1918	6	3	BE			Forêt de Soignes	ES92D	159507.48479999974	150934.26680000126	50.74608651803466	4.3819883970772535	WGS84	centroid of respective UTM square given	André Léon Tonnoir	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:117	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:117	117	E. Coucke	Female	Adult	Whole mount	in collection	3/8/1896	1896	8	3	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:118	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:118	118	E. Coucke	Male	Adult	Whole mount	in collection	30/7/1893	1893	7	30	BE	Luik	Fléron		FS81D	147843.10819999874	240741.78649999946	50.63417213139914	5.6514870605177	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:119	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:119	119	E. Coucke	Female	Adult	Whole mount	in collection	31/3/1892	1892	3	31	BE	Brussels	Etterbeek		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:120	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:120	120	E. Coucke	Female	Adult	Whole mount	in collection	4/5/1892	1892	5	4	BE	Brussels	Ixelles		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:121	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:121	121	E. Coucke	Male	Adult	Whole mount	in collection	4/9/1892	1892	9	4	BE	Brussels	Sint-Lambrechts-Woluwe		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:122	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:122	122	Robert Leruth	Male	Adult	Whole mount	in collection	4/9/1935	1935	9	4	BE	Namen	Rochefort	Grotte de Tridaine (B.20)	FR56D	98404.48580000176	209827.84939999878	50.19371804832431	5.20663831774551	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:123	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:123	123	E. Coucke	Female	Adult	Whole mount	in collection	5/4/1892	1892	4	5	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:124	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:124	124	E. Coucke	Female	Adult	Whole mount	in collection	5/4/1894	1894	4	5	BE	Brussels	Brussel		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:125	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:125	125	E. Coucke	Female	Adult	Whole mount	in collection	5/4/1894	1894	4	5	BE	Luik	Evegnée		FS91C	147750.60159999874	245740.4289999977	50.63254256358519	5.722109426202706	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:126	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:126	126	Guilliaume Severin	Female	Adult	Whole mount	in collection	5/5/1922	1922	5	5	BE	Antwerp	Mol	Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:127	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:127	127	André Léon Tonnoir	Female	Adult	Whole mount	in collection	5/6/1918	1918	6	5	BE	Flemish Brabant	Melsbroek		FS04C	179416.14620000124	156305.0196999982	50.92502221788491	4.458429907498498	WGS84	centroid of respective UTM square given	André Léon Tonnoir	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:128	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:128	128	E. Coucke	Female	Adult	Whole mount	in collection	6/4/1892	1892	4	6	BE	Brussels	Ixelles		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:129	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:129	129	Guilliaume Severin	Female	Adult	Whole mount	in collection	7/1922	1922	7		BE	Antwerp	Mol	Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:130	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:130	130	Guilliaume Severin	Male	Adult	Whole mount	in collection	7/1922	1922	7		BE	Antwerp	Mol	Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:131	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:131	131	Brandligt	Female	Adult	Whole mount	in collection	8/10/1936	1936	10	8	BE	Antwerp	Antwerpen		ES97D	209511.86919999868	151862.067900002	51.19558150031238	4.395395238247643	WGS84	centroid of respective UTM square given	A. Collart	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:132	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:132	132	Brandligt	Male	Adult	Whole mount	in collection	8/10/1936	1936	10	8	BE	Antwerp	Antwerpen		ES97D	209511.86919999868	151862.067900002	51.19558150031238	4.395395238247643	WGS84	centroid of respective UTM square given	A. Collart	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:133	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:133	133	André Léon Tonnoir	Female	Adult	Whole mount	in collection	8/7/1918	1918	7	8	BE	Brussels	Anderlecht		ES93C	169600.72320000082	146118.96389999986	50.8368093510628	4.313655544145898	WGS84	centroid of respective UTM square given	André Léon Tonnoir	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:134	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:134	134	Henri Donckier de Donceel	Female	Adult	Whole mount	in collection	9/6/1878	1878	6	9	BE	Namen	Andenne	Vezin	FR49A	133676.50950000065	195472.26129999763	50.51209868070501	5.00986800474165	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:135	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:135	135	Henri Donckier de Donceel	Female	Adult	Whole mount	in collection	9/6/1878	1878	6	9	BE	Namen	Andenne	Vezin	FR49A	133676.50950000065	195472.26129999763	50.51209868070501	5.00986800474165	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:136	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:136	136		Male	Adult	Whole mount	in collection					BE			Sint-Pietersberg-groeve III	FS83D	167838.001600001	241112.72860000285	50.813837147245536	5.661653446366415	WGS84	centroid of respective UTM square given		Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:137	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:137	137	Guilliaume Severin	Female	Adult	Whole mount	in collection	1/8/1923	1923	8	1	BE	Luik	Bullange		LA08B	123666.20380000025	286609.33950000256	50.40796418286811	6.2907865071788605	WGS84	centroid of respective UTM square given		Culiseta annulata	Culiseta annulata (Schrank, 1776)	Animalia	Culiseta	annulata	ICZN
RBINS:modirisk:collection:138	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:138	138	Guilliaume Severin	Female	Adult	Whole mount	in collection	10/11/1917	1917	11	10	BE	Brussels	Ukkel		ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culiseta annulata	Culiseta annulata (Schrank, 1776)	Animalia	Culiseta	annulata	ICZN
RBINS:modirisk:collection:139	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:139	139	Guilliaume Severin	Male	Adult	Whole mount	in collection	10/11/1917	1917	11	10	BE	Brussels	Ukkel		ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Maurice E. M. Goetghebuer	Culiseta annulata	Culiseta annulata (Schrank, 1776)	Animalia	Culiseta	annulata	ICZN
RBINS:modirisk:collection:140	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RBINS Insect Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:140	140	Paul de Moffarts	Female	Adult	Whole mount	in collection	10/1908	1908	10		BE	East Flanders	Gent		ES55A	195344.79320000112	106576.54039999844	51.06661661343593	3.7492658563690693	WGS84	centroid of respective UTM square given	Paul de Moffarts	Culiseta annulata	Culiseta annulata (Schrank, 1776)	Animalia	Culiseta	annulata	ICZN
