TAG,Shape_Leng,Shape_Area
FR37C,20002.63145970000,25006578.78200000200
FR37D,20002.30123890000,25005753.63199999900
FR38A,20002.51332520000,25006283.50780000200
FR38B,20002.18217890000,25005455.94300000000
FR38C,20002.54045520000,25006351.44500000000
FR38D,20002.20958680000,25005524.47010000100
FR39A,20002.49570060000,25006239.63529999900
FR39B,20002.16400360000,25005410.40160000000
FR39C,20002.49840210000,25006246.29720000200
FR39D,20002.16698210000,25005417.65230000000
FR41A,19356.79541180000,10443762.86870000000
FR41B,19201.22131430000,23693407.03319999900
FR41D,5797.64932990000,1263755.95789000000
FR42A,20002.97784120000,25007445.06080000100
FR42B,20002.62622920000,25006565.90410000100
FR42C,20003.15179370000,25007879.99949999900
FR42D,20002.80026110000,25007001.43919999900
FR43A,20002.66618460000,25006666.10750000200
FR43B,20002.31400780000,25005785.45219999900
FR43C,20002.81590730000,25007040.36190000200
FR43D,20002.46411080000,25006160.46200000100
FR44A,20002.40328210000,25006008.56619999900
FR44B,20002.05044040000,25005126.36910000100
FR44C,20002.52867680000,25006322.18970000000
FR44D,20002.17621820000,25005440.74329999800
FR45A,20002.18913390000,25005472.83610000100
FR45B,20001.83553440000,25004589.14660000100
FR45C,20002.29010230000,25005725.88360000000
FR45D,20001.93688520000,25004842.43829999900
FR46A,20002.02354380000,25005059.21170000000
FR46B,20001.66938460000,25004173.24309999900
FR46C,20002.10028230000,25005250.57950000100
FR46D,20001.74620280000,25004366.20290000000
FR47A,20001.90680640000,25004767.13960000100
FR47B,20001.55199480000,25003880.04120000100
FR47C,20001.95902040000,25004897.98700000000
FR47D,20001.60448380000,25004011.56309999900
FR48A,20001.83902370000,25004597.67230000000
FR48B,20001.48336130000,25003708.74450000000
FR48C,20001.86690570000,25004667.28379999800
FR48D,20001.51172120000,25003779.44760000000
FR49A,20001.82010120000,25004550.66000000000
FR49B,20001.46398990000,25003660.11219999900
FR49C,20001.82345860000,25004558.75050000100
FR49D,20001.46771870000,25003669.23330000000
FR50A,6569.91985204000,2077184.80054000000
FR50B,18394.07325070000,13036410.50730000100
FR51A,20002.62365210000,25006559.36769999900
FR51B,20002.24849800000,25005621.75539999800
FR51C,18912.78183140000,15147919.02300000000
FR51D,20002.44752530000,25006119.08760000000
FR52A,20002.26240610000,25005656.33700000100
FR52B,20001.88648100000,25004716.73389999900
FR52C,20002.43702310000,25006092.82880000000
FR52D,20002.06148320000,25005153.97179999900
FR53A,20001.94972130000,25004874.34430000200
FR53B,20001.57323060000,25003933.02739999800
FR53C,20002.09991040000,25005250.24419999900
FR53D,20001.72370220000,25004309.63210000100
FR54A,20001.68539410000,25004213.87000000100
FR54B,20001.30824140000,25003270.81230000000
FR54C,20001.81155160000,25004528.88410000100
FR54D,20001.43457880000,25003586.67370000100
FR55A,20001.46992650000,25003674.75490000100
FR55B,20001.09211370000,25002729.86609999800
FR55C,20001.57155420000,25003929.04160000000
FR55D,20001.19402220000,25002985.04270000000
FR56A,20001.30292230000,25003257.61369999900
FR56B,20000.92434940000,25002310.93239999900
FR56C,20001.38031830000,25003450.91110000000
FR56D,20001.00212710000,25002505.47300000100
FR57A,20001.18487620000,25002962.18180000000
FR57B,20000.80565050000,25002014.36679999900
FR57C,20001.23784400000,25003094.70389999800
FR57D,20000.85889360000,25002147.28009999900
FR58A,20001.11569370000,25002789.31019999800
FR58B,20000.73571530000,25001839.42199999800
FR58C,20001.14422600000,25002860.75240000000
FR58D,20000.76462380000,25001911.49590000100
FR59A,20001.09566950000,25002739.15060000100
FR59B,20000.71484580000,25001787.24080000100
FR59C,20001.09967540000,25002749.06419999900
FR59D,20000.71932140000,25001798.13390000200
FR60A,20128.76457970000,16623328.41929999900
FR60B,19578.02277270000,24637477.52890000100
FR60D,19590.01754760000,13447431.19549999900
FR61A,20001.86112960000,25004653.14040000000
FR61B,20001.46185960000,25003654.68430000200
FR61C,20002.06064510000,25005151.97820000000
FR61D,20001.66175820000,25004154.56619999900
FR62A,20001.49865020000,25003746.76570000100
FR62B,20001.09860830000,25002746.39610000000
FR62C,20001.67393240000,25004184.80620000100
FR62D,20001.27427630000,25003185.58670000000
FR63A,20001.18433200000,25002961.12119999900
FR63B,20000.78372370000,25001959.45120000100
FR63C,20001.33548270000,25003338.61829999800
FR63D,20000.93515740000,25002337.84990000000
FR64A,20000.91887690000,25002297.14869999900
FR64B,20000.51751150000,25001293.69540000000
FR64C,20001.04549970000,25002614.11210000100
FR64D,20000.64450720000,25001611.20120000100
FR65A,20000.70179430000,25001754.71290000200
FR65B,20000.29976460000,25000749.21159999800
FR65C,20000.80427820000,25002011.03570000100
FR65D,20000.40252940000,25001006.12819999800
FR66A,20000.53367330000,25001334.19559999900
FR66B,20000.13068310000,25000326.70879999900
FR66C,20000.61162180000,25001529.08140000000
FR66D,20000.20911150000,25000522.98880000000
FR67A,20000.41421600000,25001035.55249999800
FR67B,20000.01037270000,25000025.93349999900
FR67C,20000.46783260000,25001169.60240000100
FR67D,20000.06446830000,25000161.17100000000
FR68A,20000.34352800000,25000858.92350000100
FR68B,19999.93913170000,24999847.73299999900
FR68C,20000.37281630000,25000931.94379999900
FR68D,19999.96859630000,24999921.58509999900
FR69A,20000.32190750000,25000804.76969999800
FR69B,19999.91676020000,24999792.20279999800
FR69C,20000.32675830000,25000816.60610000000
FR69D,19999.92189180000,24999804.62070000200
FR70A,20001.46277120000,25003657.25990000000
FR70B,20001.03996030000,25002600.35920000100
FR70C,19965.34208950000,25002339.20960000200
FR70D,20001.26476370000,25003161.81280000100
FR71A,20001.05048080000,25002626.26900000100
FR71B,20000.62679680000,25001567.21649999900
FR71C,20001.25056630000,25003126.61530000000
FR71D,20000.82736770000,25002068.76550000200
FR72A,20000.68636250000,25001716.03209999900
FR72B,20000.26220750000,25000655.52310000000
FR72C,20000.86241290000,25002156.08399999900
FR72D,20000.43864040000,25001096.31839999900
FR73A,20000.37081300000,25000927.13930000000
FR73B,19999.94589450000,24999864.42740000000
FR73C,20000.52252990000,25001306.33989999800
FR73D,20000.09798920000,25000244.77540000200
FR74A,20000.10383610000,25000259.48350000000
FR74B,19999.67794520000,24999194.97129999800
FR74C,20000.23121210000,25000578.03889999900
FR74D,19999.80580710000,24999514.72370000200
FR75A,19999.88542460000,24999713.35860000200
FR75B,19999.45887610000,24998647.00670000200
FR75C,19999.98836880000,24999971.12359999900
FR75D,19999.56220340000,24998905.52039999900
FR76A,19999.71568410000,24999288.72280000200
FR76B,19999.28817840000,24998220.58309999900
FR76C,19999.79429820000,24999485.94269999900
FR76D,19999.36736720000,24998418.64469999800
FR77A,19999.59462230000,24998986.46060000000
FR77B,19999.16645950000,24997916.29390000200
FR77C,19999.64889530000,24999122.24390000100
FR77D,19999.22110980000,24998053.11230000100
FR78A,19999.52262460000,24998806.47930000000
FR78B,19999.09361410000,24997733.88300000100
FR78C,19999.55246540000,24998881.07429999900
FR78D,19999.12372580000,24997809.66240000000
FR79A,19999.49930590000,24998748.18400000000
FR79B,19999.06964250000,24997674.15659999800
FR79C,19999.50470720000,24998761.78139999900
FR79D,19999.07541910000,24997688.70109999900
FR80A,20000.60513920000,25001512.97270000000
FR80B,20000.15851530000,25000396.09160000100
FR80C,20000.83033470000,25002075.97980000100
FR80D,20000.38389950000,25000959.35449999900
FR81A,20000.19130580000,25000478.26680000100
FR81B,19999.74370610000,24999359.27100000200
FR81C,20000.39226410000,25000980.37170000000
FR81D,19999.94495380000,24999862.58109999800
FR82A,19999.82584870000,24999564.51819999900
FR82B,19999.37737710000,24998443.36499999800
FR82C,20000.00266790000,25000006.36800000100
FR82D,19999.55458290000,24998886.26949999900
FR83A,19999.50866270000,24998771.87000000100
FR83B,19999.05942680000,24997648.51489999900
FR83C,19999.66114280000,24999153.06580000000
FR83D,19999.21238680000,24998031.01300000000
FR84A,19999.23995160000,24998099.91510000100
FR84B,19998.79005170000,24996975.41880000000
FR84C,19999.36829600000,24998420.87209999900
FR84D,19998.91867870000,24997296.66420000000
FR85A,19999.02002110000,24997550.11259999900
FR85B,19998.56935750000,24996423.11980000100
FR85C,19999.12392790000,24997810.06749999900
FR85D,19998.67354220000,24996683.86540000100
FR86A,19998.84856580000,24997121.69720000000
FR86B,19998.39704260000,24995992.66719999900
FR86C,19998.92823130000,24997320.85709999900
FR86D,19998.47709040000,24996192.56720000100
FR87A,19998.72628780000,24996815.61899999900
FR87B,19998.27351100000,24995684.25990000000
FR87C,19998.78141730000,24996953.53420000200
FR87D,19998.32931620000,24995823.25930000100
FR88A,19998.65238740000,24996631.18550000000
FR88B,19998.19895530000,24995497.79470000000
FR88C,19998.68317720000,24996708.05500000000
FR88D,19998.23012160000,24995575.59959999800
FR89A,19998.62766830000,24996569.38840000000
FR89B,19998.17328520000,24995433.52320000200
FR89C,19998.63382020000,24996584.66519999900
FR89D,19998.18011050000,24995450.48119999800
FR90A,19999.69958320000,24999248.66710000100
FR90B,19999.22844820000,24998071.15769999800
FR90C,19999.92515640000,24999813.18950000000
FR90D,19999.45480710000,24998636.83989999800
FR91A,19999.28390300000,24998209.98930000100
FR91B,20509.54731930000,23725754.52609999900
FR91C,19999.48553510000,24998714.04859999900
FR91D,19999.01430590000,24997535.92720000100
FR92A,19998.91670160000,24997292.02360000100
FR92B,23962.88749810000,18103248.56410000100
FR92C,19999.09429060000,24997735.97769999900
FR92D,17268.92068660000,12978826.84050000100
FR93A,19998.59817930000,24996495.47100000100
FR93B,20873.12723910000,21799120.15780000000
FR93C,19998.75143050000,24996878.67370000100
FR93D,20560.49084800000,13501400.14350000000
FR94A,19998.32783810000,24995819.77180000000
FR94B,19997.85351820000,24994633.98710000100
FR94C,19998.45694790000,24996142.41840000100
FR94D,19997.98301270000,24994957.88780000100
FR95A,19998.10618370000,24995265.47980000100
FR95B,19997.63099780000,24994077.84890000100
FR95C,19998.21085010000,24995527.72500000100
FR95D,19997.73604780000,24994340.53970000100
FR96A,19997.93320540000,24994833.18580000100
FR96B,19997.45706490000,24993643.26630000000
FR96C,19998.01343550000,24995034.13710000000
FR96D,19997.53797200000,24993845.20520000200
FR97A,19997.80901980000,24994522.44949999800
FR97B,19997.33202160000,24993330.29149999800
FR97C,19997.86490070000,24994662.53850000000
FR97D,19997.38828020000,24993471.53220000100
FR98A,19997.73341250000,24994333.95050000000
FR98B,19997.25565710000,24993139.31349999800
FR98C,19997.76515520000,24994413.09640000000
FR98D,19997.28767810000,24993219.85500000000
FR99A,19997.70699120000,24994267.70459999900
FR99B,19997.22808820000,24993070.89700000000
FR99C,19997.71419180000,24994285.60779999900
FR99D,19997.23566420000,24993089.93420000000
FS00A,20004.26251360000,25010657.32499999900
FS00B,20004.00381920000,25010011.04430000100
FS00C,20004.23875820000,25010598.42029999900
FS00D,20003.98063460000,25009952.47490000000
FS01A,20004.34655890000,25010867.57260000000
FS01B,20004.08751640000,25010219.83529999900
FS01C,20004.29848480000,25010747.06300000100
FS01D,20004.03951060000,25010099.99830000100
FS02A,20004.47994010000,25011201.20470000100
FS02B,20004.22045630000,25010552.25039999900
FS02C,20004.40704160000,25011018.62339999900
FS02D,20004.14773110000,25010370.70659999900
FS03A,20004.66266090000,25011658.10909999900
FS03B,20004.40283890000,25011008.00699999900
FS03C,20004.56514900000,25011413.96950000200
FS03D,20004.30539050000,25010764.83650000000
FS04A,20004.89492120000,25012239.19860000200
FS04B,20004.63446060000,25011587.59380000100
FS04C,20004.77278490000,25011933.28960000000
FS04D,20004.51239440000,25011282.35489999900
FS05A,20005.17692110000,25012943.98160000100
FS05B,20004.91592500000,25012291.52660000000
FS05C,20005.02986590000,25012576.04980000100
FS05D,20004.76893930000,25011924.06969999900
FS06A,20005.50856270000,25013773.40690000000
FS06B,20005.24703600000,25013119.50519999900
FS06C,20005.33658860000,25013343.15129999800
FS06D,20005.07522520000,25012689.87280000000
FS07A,20005.88994400000,25014727.33190000100
FS07B,20005.62818620000,25014072.24540000000
FS07C,20005.69314900000,25014234.79830000200
FS07D,20005.43135390000,25013580.42850000000
FS08A,20006.32136700000,25015805.91299999900
FS08B,20006.05897580000,25015149.44130000100
FS08C,20006.09935120000,25015251.00130000000
FS08D,20005.83732560000,25014595.14739999900
FS09A,20006.80273360000,25017010.02450000100
FS09B,21019.21075070000,20318020.53220000100
FS09C,20006.55589690000,25016392.42660000200
FS09D,20006.29314420000,25015735.12999999900
FS10A,20003.73331200000,25009333.85669999900
FS10B,20003.45019970000,25008626.44700000100
FS10C,20003.71010200000,25009276.31529999900
FS10D,20003.42746600000,25008569.29549999900
FS11A,20003.81626510000,25009541.68030000100
FS11B,20003.53261230000,25008832.60689999900
FS11C,20003.76853490000,25009422.42680000100
FS11D,20003.48515410000,25008713.83870000000
FS12A,20003.94866570000,25009872.73880000000
FS12B,20003.66456830000,25009162.15619999900
FS12C,20003.87630990000,25009691.71750000100
FS12D,20003.59258550000,25008981.96660000100
FS13A,20004.13040860000,25010327.18580000100
FS13B,20003.84576970000,25009615.65050000000
FS13C,20004.03343070000,25010084.39530000100
FS13D,20003.74906610000,25009373.33989999800
FS14A,20004.36168990000,25010905.51749999800
FS14B,20004.07642040000,25010192.09319999800
FS14C,20004.23979560000,25010600.81430000100
FS14D,20003.95489030000,25009888.19949999800
FS15A,20004.64292470000,25011608.05339999900
FS15B,20004.35681480000,25010893.12510000200
FS15C,20004.49600460000,25011241.06740000100
FS15D,20004.21046190000,25010527.46260000000
FS16A,20004.97320010000,25012434.54230000100
FS16B,20004.68685480000,25011718.41930000100
FS16C,20004.80175590000,25012005.63080000100
FS16D,20004.51558100000,25011290.12489999800
FS17A,20005.35361790000,25013385.73779999800
FS17B,20005.06665000000,25012667.92560000000
FS17C,20005.15715530000,25012894.64680000000
FS17D,20004.87044760000,25012177.90160000000
FS18A,20005.78388380000,25014461.90219999800
FS18B,20005.49638910000,25013742.55710000200
FS18C,20005.56249720000,25013908.27670000100
FS18D,20005.27516380000,25013189.84130000000
FS19A,18254.34047660000,17995062.47780000000
FS19B,20173.61697810000,23509022.84919999900
FS19C,20006.01768340000,25015046.78119999900
FS19D,20005.73002400000,25014327.01020000100
FS20A,20003.15488220000,25007887.73119999800
FS20B,20002.84725750000,25007118.54859999900
FS20C,20003.13231920000,25007831.30940000000
FS20D,20002.82486530000,25007062.66380000100
FS21A,20003.23675060000,25008092.53310000200
FS21B,20002.92847640000,25007322.03440000100
FS21C,20003.18966240000,25007974.88809999800
FS21D,20002.88166370000,25007204.67639999800
FS22A,20003.36816390000,25008420.72260000200
FS22B,20003.05915100000,25007648.46979999900
FS22C,20003.29625240000,25008241.30620000100
FS22D,20002.98771040000,25007469.93019999900
FS23A,20003.54862800000,25008872.55689999800
FS23B,20003.23917590000,25008098.69920000100
FS23C,20003.45228910000,25008631.26960000000
FS23D,20003.14310740000,25007858.29140000000
FS24A,20003.77893890000,25009448.13789999900
FS24B,20003.46885300000,25008672.78260000100
FS24C,20003.65767850000,25009144.92670000000
FS24D,20003.34785840000,25008370.14640000100
FS25A,20004.05839890000,25010147.23400000100
FS25B,20003.74797870000,25009370.73030000200
FS25C,20003.91251110000,25009781.93820000100
FS25D,20003.60215980000,25009006.40850000100
FS26A,20004.38801150000,25010971.33020000200
FS26B,20004.07685500000,25010192.97820000000
FS26C,20004.21690020000,25010543.85819999900
FS26D,20003.90611360000,25009766.33199999900
FS27A,20004.76727140000,25011919.69880000100
FS27B,20004.45528950000,25011139.46630000000
FS27C,20004.57143460000,25011429.79250000000
FS27D,20004.25981430000,25010650.57550000000
FS28A,20005.19628050000,25012992.49630000100
FS28B,20004.88407470000,25012211.27200000000
FS28C,20004.97542000000,25012440.49910000000
FS28D,20004.66347690000,25011659.74590000100
FS29A,26142.71062930000,20844871.42990000200
FS29B,28366.89013810000,14303818.95109999900
FS29C,20005.42955840000,25013575.93670000100
FS29D,20005.11678480000,25012793.80020000000
FS30A,20002.52722390000,25006318.46080000000
FS30B,20002.19498510000,25005487.66010000200
FS30C,20002.50530050000,25006263.65470000000
FS30D,20002.17323610000,25005433.68530000000
FS31A,20002.60800070000,25006520.42880000200
FS31B,20002.27511620000,25005687.92150000100
FS31C,20002.56145980000,25006403.95210000100
FS31D,20002.22894510000,25005572.76960000000
FS32A,20002.73803490000,25006845.45200000000
FS32B,20002.40471000000,25006011.93450000100
FS32C,20002.66695970000,25006667.64739999900
FS32D,20002.33360760000,25005834.45380000000
FS33A,20002.91731900000,25007294.23690000200
FS33B,20002.58325370000,25006458.44940000000
FS33C,20002.82152070000,25007054.49179999900
FS33D,20002.48782350000,25006219.84560000200
FS34A,20003.14645700000,25007866.66310000000
FS34B,20002.81145650000,25007029.43340000100
FS34C,20003.02573170000,25007564.89959999900
FS34D,20002.69139670000,25006728.74450000000
FS35A,20003.42484890000,25008562.85350000100
FS35B,20003.08951500000,25007723.98759999900
FS35C,20003.27929860000,25008199.21469999800
FS35D,20002.94422930000,25007361.31109999900
FS36A,20003.75319680000,25009383.67410000000
FS36B,20003.41693100000,25008542.85720000000
FS36C,20003.58261750000,25008957.64779999900
FS36D,20003.24691740000,25008118.35060000000
FS37A,20004.13099880000,25010328.76720000100
FS37B,20003.79430480000,25009486.36540000100
FS37C,20003.93579050000,25009840.34629999800
FS37D,20003.59946140000,25008999.56120000000
FS38A,20004.55885880000,25011398.34780000200
FS38B,20004.22143640000,25010554.50470000100
FS38C,20004.33862160000,25010847.93220000000
FS38D,20004.00146500000,25010004.95760000100
FS39A,32104.43444230000,9909303.68208000060
FS39B,18245.06478330000,20420971.31289999900
FS39C,20004.79140880000,25011980.15489999900
FS39D,20004.45372460000,25011135.35680000100
FS40A,20001.85053360000,25004626.54980000100
FS40B,20001.49347690000,25003734.03339999900
FS40C,20001.82926080000,25004573.25910000100
FS40D,20001.47247650000,25003681.82490000100
FS41A,20001.93002290000,25004825.09550000000
FS41B,20001.57232440000,25003931.16350000000
FS41C,20001.88422160000,25004710.27580000100
FS41D,20001.52689280000,25003817.37590000000
FS42A,20002.05867470000,25005146.84970000000
FS42B,20001.70052870000,25004251.50429999800
FS42C,20001.98804300000,25004970.65270000000
FS42D,20001.63026960000,25004075.84020000000
FS43A,20002.23678360000,25005592.46779999900
FS43B,20001.87789750000,25004695.06969999900
FS43C,20002.14152150000,25005354.08659999800
FS43D,20001.78300710000,25004457.82020000000
FS44A,20002.46434600000,25006161.34440000000
FS44B,20002.10483090000,25005262.25030000100
FS44C,20002.34445710000,25005861.28440000100
FS44D,20001.98510540000,25004963.11160000000
FS45A,20002.74156940000,25006854.29879999900
FS45B,20002.38132150000,25005953.55810000000
FS45C,20002.59675190000,25006492.29930000000
FS45D,20002.23687020000,25005592.38630000100
FS46A,20003.06835960000,25007671.57999999800
FS46B,20002.70727890000,25006768.95160000000
FS46C,20002.89890780000,25007247.49269999900
FS46D,20002.53819230000,25006345.78150000100
FS47A,20003.44500370000,25008613.25110000000
FS47B,20003.08319380000,25007708.78049999800
FS47C,20003.25052490000,25008126.67080000000
FS47D,20002.88897760000,25007223.06920000200
FS48A,20003.87150930000,25009679.41000000000
FS48B,19498.72122570000,20778458.13980000100
FS48C,20003.65190170000,25009130.68019999900
FS48D,20003.28992780000,25008225.29410000100
FS49A,20112.96825230000,23792085.47419999900
FS49B,6604.74539089000,1586961.59012000010
FS49C,19808.85617130000,24954470.51590000100
FS49D,14152.06407390000,9271441.51917999980
FS50A,20001.12461120000,25002811.50510000100
FS50B,20000.74303470000,25001857.72679999800
FS50C,20001.10388330000,25002759.48440000000
FS50D,20000.72298290000,25001807.28249999900
FS51A,20001.20251510000,25003006.48000000000
FS51B,20000.82059520000,25002051.23000000000
FS51C,20001.15755510000,25002893.76960000000
FS51D,20000.77560480000,25001939.25699999900
FS52A,20001.32998150000,25003324.86050000000
FS52B,20000.94702180000,25002367.90680000200
FS52C,20001.26008750000,25003150.41970000000
FS52D,20000.87750020000,25002193.99680000200
FS53A,20001.50670850000,25003766.81309999900
FS53B,20001.12311100000,25002807.66200000000
FS53C,20001.41218970000,25003530.59330000000
FS53D,20001.02885810000,25002572.21139999900
FS54A,20001.73280570000,25004332.10190000000
FS54B,20001.34867040000,25003371.69530000200
FS54C,20001.61345090000,25004034.08810000100
FS54D,20001.22958430000,25003074.05330000100
FS55A,20002.00856390000,25005021.66180000100
FS55B,20001.62350020000,25004058.91149999900
FS55C,20001.86447480000,25004661.40810000200
FS55D,20001.47967520000,25003699.62649999900
FS56A,20002.33398690000,25005835.01520000000
FS56B,20001.94819300000,25004870.61410000200
FS56C,20002.16496730000,25005413.01120000000
FS56D,20001.77953460000,25004449.13980000100
FS57A,20002.70918060000,25006773.20640000000
FS57B,20002.32255280000,25005806.42660000200
FS57C,20002.51532470000,25006288.70520000200
FS57D,20002.12896640000,25005322.90120000000
FS58A,14521.22153570000,11543360.58269999900
FS58B,5676.63453092000,1852017.81434000000
FS58C,20002.91524910000,25007288.95560000100
FS58D,20735.40460130000,10337207.21199999900
FS60A,20000.34945300000,25000873.54369999800
FS60B,19999.94345860000,24999858.64840000100
FS60C,20000.32957170000,25000823.93789999900
FS60D,19999.92404970000,24999809.92839999900
FS61A,20000.42607010000,25001065.08089999900
FS61B,20000.01923050000,25000048.27809999900
FS61C,20000.38155490000,25000953.89249999800
FS61D,19999.97518670000,24999937.97050000000
FS62A,20000.55195160000,25001379.59980000200
FS62B,20000.14447630000,25000360.88830000200
FS62C,20000.48280230000,25001207.22390000100
FS62D,20000.07569560000,25000189.23739999900
FS63A,20000.72710500000,25001818.09930000100
FS63B,20000.31879240000,25000797.07979999900
FS63C,20000.63321980000,25001583.37440000100
FS63D,20000.22547090000,25000563.58780000000
FS64A,20000.95173070000,25002379.47580000000
FS64B,20000.54257890000,25001356.46559999900
FS64C,20000.83320740000,25002083.06380000000
FS64D,20000.42472400000,25001061.52499999900
FS65A,20001.22602490000,25003065.25609999900
FS65B,20000.81613790000,25002040.39009999900
FS65C,20001.08266730000,25002706.63969999900
FS65D,20000.67314960000,25001682.90219999800
FS66A,20001.54979170000,25003874.42359999900
FS66B,20001.13917520000,25002847.91910000100
FS66C,20001.38159590000,25003454.11100000100
FS66D,20000.97134770000,25002428.33199999900
FS67A,20001.92342730000,25004808.69770000100
FS67B,20001.51178540000,25003779.60819999900
FS67C,20001.73029900000,25004326.02710000100
FS67D,20001.31902050000,25003298.06370000200
FS68C,15578.22722790000,10134350.75809999900
FS68D,17123.63671660000,12080673.86820000000
FS70A,19999.52526260000,24998812.96689999800
FS70B,19999.09474840000,24997736.92230000000
FS70C,19999.50602430000,24998765.27420000000
FS70D,19999.07608440000,24997689.87170000000
FS71A,19999.60028400000,24999000.62170000000
FS71B,19999.16893220000,24997922.37740000000
FS71C,19999.55661710000,24998891.64930000200
FS71D,19999.12572920000,24997814.27259999900
FS72A,19999.72458860000,24999311.37429999900
FS72B,19999.29229220000,24998230.96539999900
FS72C,19999.65637630000,24999140.55189999900
FS72D,19999.22455380000,24998061.01839999900
FS73A,19999.89806750000,24999745.16930000100
FS73B,19999.46533400000,24998663.15100000100
FS73C,19999.80511710000,24999513.09690000100
FS73D,19999.37255470000,24998431.60570000100
FS74A,20000.12112080000,25000302.99900000200
FS74B,19999.68745060000,24999218.53429999900
FS74C,20000.00333410000,25000008.62960000000
FS74D,19999.57013200000,24998925.33960000100
FS75A,20000.39374860000,25000984.27739999800
FS75B,19999.95894760000,24999897.67100000000
FS75C,20000.25142370000,25000628.36499999800
FS75D,19999.81698790000,24999542.37539999900
FS76A,20000.71595500000,25001789.82330000000
FS76B,20000.28032350000,25000700.91739999900
FS76C,20000.54859360000,25001371.60280000000
FS76D,20000.11342430000,25000283.66340000200
FS77A,20001.08794010000,25002719.72619999900
FS77B,19252.64935680000,21427298.46260000000
FS77C,20000.89573840000,25002239.49430000000
FS77D,20000.45964530000,25001149.22450000000
FS78A,6615.03497404000,2128431.09822000000
FS78B,2532.23885222000,363958.34362100001
FS78C,19181.87577580000,23128660.45059999800
FS78D,15678.59937960000,13128708.89470000000
FS80A,19998.65182910000,24996629.87869999900
FS80B,19998.19679510000,24995492.19650000000
FS80C,19998.63363730000,24996584.31360000000
FS80D,19998.17878130000,24995447.65659999800
FS81A,19998.72516790000,24996813.51940000100
FS81B,19998.26929290000,24995673.51560000000
FS81C,19998.68243990000,24996706.10440000100
FS81D,19998.22693420000,24995567.53180000200
FS82A,19998.84788510000,24997119.80130000000
FS82B,21601.73020890000,24091805.53449999900
FS82C,19998.78051510000,24996951.18250000100
FS82D,19998.32407130000,24995810.25550000000
FS83A,19999.01978830000,24997549.43270000100
FS83B,17996.98400930000,6128691.11629000030
FS83C,19998.92767800000,24997319.26689999900
FS83D,20670.92501480000,17305270.44200000200
FS84A,19999.24127030000,24998102.81349999800
FS84B,19998.78248540000,24996956.60420000200
FS84C,19999.12421970000,24997810.79520000100
FS84D,19194.18936640000,22268809.40060000100
FS85A,19999.51204050000,24998779.90870000000
FS85B,19999.05261610000,24997631.40199999900
FS85C,19999.37034390000,24998426.08439999800
FS85D,19998.91129180000,24997278.39970000100
FS86A,19999.83248810000,24999581.22390000100
FS86B,19999.37193960000,24998430.06989999900
FS86C,19999.66605470000,24999164.73990000000
FS86D,19999.20606980000,24998015.41380000100
FS87A,12902.55082030000,6483076.11799000020
FS87B,1199.35265531000,77946.83572130000
FS87C,20000.01134480000,25000028.05810000000
FS87D,21468.36724640000,19185855.10990000100
FS90A,19997.72955590000,24994324.21559999900
FS90B,19997.25000590000,24993125.18189999800
FS90C,19997.71231250000,24994280.61210000100
FS90D,19997.23283480000,24993082.76929999900
FS91A,19997.80111080000,24994503.07350000000
FS91B,19997.32061050000,24993301.97670000000
FS91C,19997.75901960000,24994398.26630000000
FS91D,19997.27909590000,24993198.20809999900
FS92A,23420.55718200000,11257887.64580000000
FS92B,19094.22074050000,12754020.23540000100
FS92C,19997.85541480000,24994638.82640000100
FS92D,19997.37434960000,24993436.50860000000
FS93C,1537.28222777000,72526.17756630000
FS94A,17305.26279440000,12052394.51610000100
FS94C,6698.14372396000,2774929.75946999990
FS95A,19648.21168700000,20534585.67020000100
FS95C,17052.51665840000,16564063.28840000000
FS96A,19998.89928160000,24997248.17969999800
FS96B,21206.30695830000,14557582.04370000000
FS96C,20021.54532310000,24651293.54060000200
FS96D,17073.74339620000,7348198.33028000030
FS97C,21661.15769330000,16637569.60720000000
FS97D,12929.97932880000,5542457.21698999960
FT00C,17622.67375910000,18305024.20520000200
FT00D,12646.10293820000,8275117.61773000010
FT10D,16505.34444510000,9625843.12892000000
FT20A,14447.17250450000,8049330.23085999950
FT20B,8089.58103276000,2036104.47332000010
FT20C,19980.86692270000,25013766.91460000000
FT20D,16680.44143210000,11924809.80820000000
FT30C,21645.39878310000,1337975.45213000010
FT30D,18378.57157870000,3338340.51669000000
FT40A,4471.08190196000,909042.57507100003
FT40C,19373.80292770000,22192794.69669999900
FT40D,7391.45015003000,1816486.20417000000
GQ09A,19999.21082100000,24998027.29129999900
GQ09B,19478.70005890000,10037766.72140000000
GQ09C,15729.63670730000,11201266.82200000100
GQ09D,8729.13129939000,2656329.45240999990
GR00A,19998.74540500000,24996863.90540000100
GR00B,22930.59111080000,12214892.54600000000
GR00C,19998.97214990000,24997430.34609999900
GR00D,19779.65455570000,19882168.72329999900
GR01A,14223.31630980000,8848619.74138000050
GR01C,20812.85789940000,20864664.77459999900
GR01D,9591.27459404000,4894776.21138999980
GR02A,332.52235366000,4317.76350489000
GR03A,10073.18685510000,3271108.65464999990
GR04A,20346.65264940000,23399462.38380000000
GR04B,3309.41164134000,334657.02696699998
GR04C,20789.79922680000,14103725.67589999900
GR05A,19997.14360720000,24992859.62950000200
GR05B,18856.21944220000,21374145.50290000100
GR05C,19806.18370110000,24888004.68440000000
GR05D,12529.47957650000,6894899.93549999970
