X,Y,TAG,POINT_X,POINT_Y
120746.76269999892,150060.8460999988,ES61D,120746.76270000001,150060.84610000000
116023.18639999628,165155.08650000021,ES62A,116023.18640000001,165155.08650000000
121023.8404000029,165062.67480000108,ES62B,121023.84040000000,165062.67480000001
115930.80309999734,160154.42130000144,ES62C,115930.80310000000,160154.42129999999
120931.43919999897,160062.05000000075,ES62D,120931.43919999999,160062.04999999999
116208.0700000003,175156.47839999944,ES63A,116208.07000000001,175156.47839999999
121208.76900000125,175063.98550000042,ES63B,121208.76900000000,175063.98550000001
116115.60869999975,170155.77120000124,ES63C,116115.60870000000,170155.77119999999
121116.28360000253,170063.3189000003,ES63D,121116.28360000000,170063.31890000001
116393.11029999703,185157.97269999981,ES64A,116393.11030000000,185157.97270000001
121393.86659999937,185065.39820000157,ES64B,121393.86659999999,185065.39820000000
116300.57050000131,180157.21119999886,ES64C,116300.57050000000,180157.21119999999
121301.29659999907,180064.67749999836,ES64D,121301.29660000000,180064.67749999999
116578.30799999833,195159.59439999983,ES65A,116578.30800000000,195159.59440000000
121579.13400000334,195066.93789999932,ES65B,121579.13400000001,195066.93789999999
116485.68940000236,190158.76610000059,ES65C,116485.68940000000,190158.76610000001
121486.47900000215,190066.15060000122,ES65D,121486.47900000001,190066.15059999999
116763.66380000114,205161.36809999868,ES66A,116763.66379999999,205161.36809999999
121764.5719999969,205068.62909999862,ES66B,121764.57200000000,205068.62909999999
116670.96609999985,200160.46070000157,ES66C,116670.96610000001,200160.46070000000
121671.83160000294,200067.76300000027,ES66D,121671.83160000000,200067.76300000001
116949.17859999835,215163.31879999861,ES67A,116949.17860000000,215163.31880000001
121950.18140000105,215070.49720000103,ES67B,121950.18140000000,215070.49720000001
116856.40129999816,210162.31980000064,ES67C,116856.40130000000,210162.31980000000
121857.35520000011,210069.53950000182,ES67D,121857.35520000001,210069.53950000001
125655.04659999907,144968.00349999964,ES70A,125655.04660000000,144968.00349999999
130655.56130000204,144875.73910000175,ES70B,130655.56130000000,144875.73910000001
125562.80730000138,139967.46840000153,ES70C,125562.80730000000,139967.46840000001
130563.31660000235,139875.25030000135,ES70D,130563.31660000001,139875.25030000001
125839.65950000286,154969.09739999846,ES71A,125839.65949999999,154969.09740000000
130840.1941,154876.74029999971,ES71B,130840.19409999999,154876.74030000000
125747.33060000092,149968.54549999908,ES71C,125747.33060000000,149968.54550000001
130747.85369999707,149876.23479999974,ES71D,130747.85370000001,149876.23480000001
126024.45229999721,164970.24370000139,ES72A,126024.45230000000,164970.24369999999
131025.01910000294,164877.79340000078,ES72B,131025.01910000000,164877.79340000000
125932.03339999914,159969.66250000149,ES72C,125932.03340000000,159969.66250000001
130932.58250000328,159877.25890000165,ES72D,130932.58250000000,159877.25889999999
126209.42559999973,174971.46700000018,ES73A,126209.42560000000,174971.46700000000
131210.03700000048,174878.92309999838,ES73B,131210.03700000001,174878.92310000001
126116.91629999876,169970.84420000017,ES73C,126116.91630000000,169970.84419999999
131117.50389999896,169878.3471999988,ES73D,131117.50390000001,169878.34719999999
126394.58039999753,184972.79190000147,ES74A,126394.58040000001,184972.79190000001
131395.24859999865,184880.15410000086,ES74B,131395.24859999999,184880.15410000001
126301.9803000018,179972.11520000175,ES74C,126301.98030000000,179972.11520000000
131302.61850000173,179879.52439999953,ES74D,131302.61850000001,179879.52439999999
126579.91730000079,194974.2434,ES75A,126579.91730000000,194974.24340000001
131580.65500000119,194881.5112,ES75B,131580.65500000000,194881.51120000001
126487.22609999776,189973.50030000135,ES75C,126487.22610000000,189973.50030000001
131487.92740000039,189880.81529999897,ES75D,131487.92739999999,189880.81529999999
126765.43729999661,204975.8460999988,ES76A,126765.43730000001,204975.84610000000
131766.25670000166,204883.01900000125,ES76B,131766.25670000000,204883.01900000000
126672.65439999849,199975.02430000156,ES76C,126672.65440000000,199975.02429999999
131673.43129999936,199882.24460000172,ES76D,131673.43130000000,199882.24460000001
126951.14119999856,214977.62510000169,ES77A,126951.14120000000,214977.62510000000
131952.05470000207,214884.70270000026,ES77B,131952.05470000001,214884.70269999999
126858.26619999856,209976.71200000122,ES77C,126858.26620000000,209976.71200000000
131859.13109999895,209883.83740000054,ES77D,131859.13110000000,209883.83739999999
132045.02759999782,219885.61829999834,ES78D,132045.02760000000,219885.61830000000
135656.02809999883,144783.46799999848,ES80A,135656.02810000000,144783.46799999999
140656.4441,144691.19009999931,ES80B,140656.44409999999,144691.19010000001
135563.77830000222,139783.02840000018,ES80C,135563.77830000001,139783.02840000001
140564.18909999728,139690.80290000141,ES80D,140564.18909999999,139690.80290000001
135840.68060000241,154784.37029999867,ES81A,135840.68059999999,154784.37030000001
140841.11599999666,154691.98730000108,ES81B,140841.11600000001,154691.98730000001
135748.32890000194,149783.91429999843,ES81C,135748.32889999999,149783.91430000000
140748.75299999863,149691.5839000009,ES81D,140748.75300000000,149691.58390000000
136025.53760000318,164785.32400000095,ES82A,136025.53760000001,164785.32399999999
141026.004799999,164692.83559999987,ES82B,141026.00480000000,164692.83559999999
135933.08349999785,159784.83920000121,ES82C,135933.08350000001,159784.83919999999
140933.53320000321,159692.40349999815,ES82D,140933.53320000001,159692.40349999999
136210.5999,174786.35390000045,ES83A,136210.59990000000,174786.35389999999
141211.11119999737,174693.75950000063,ES83B,141211.11120000001,174693.75949999999
136118.04299999774,169785.8279,ES83C,136118.04300000001,169785.82790000000
141118.53069999814,169693.28660000116,ES83D,141118.53070000000,169693.28659999999
136395.86829999834,184787.48479999974,ES84A,136395.86830000000,184787.48480000001
141396.43620000035,184694.78390000015,ES84B,141396.43620000000,184694.78390000001
136303.20830000192,179786.90520000085,ES84C,136303.20830000000,179786.90520000001
141303.74629999697,179694.25759999827,ES84D,141303.74630000000,179694.25760000001
136581.34369999915,194788.74109999835,ES85A,136581.34370000000,194788.74110000001
141581.98049999774,194695.93349999934,ES85B,141581.98050000001,194695.93350000001
136488.5799999982,189788.09569999948,ES85C,136488.57999999999,189788.09570000001
141489.18079999834,189695.34149999917,ES85D,141489.18080000000,189695.34150000001
136767.02700000256,204790.14799999818,ES86A,136767.02700000000,204790.14799999999
141767.74509999901,204697.23310000077,ES86B,141767.74510000000,204697.23310000001
136674.15929999948,199789.42419999838,ES86C,136674.15930000000,199789.42420000001
141674.83519999683,199696.56300000101,ES86D,141674.83520000000,199696.56299999999
136952.91899999976,214791.73020000011,ES87A,136952.91899999999,214791.73019999999
141953.73089999706,214698.70760000125,ES87B,141953.73090000000,214698.70759999999
136859.94680000097,209790.91560000181,ES87C,136859.94680000001,209790.91560000001
141860.71029999852,209697.94700000063,ES87D,141860.71030000001,209697.94699999999
137139.02070000023,224793.51269999892,ES88A,137139.02069999999,224793.51269999999
142139.93890000135,224700.38199999928,ES88B,142139.93890000001,224700.38200000001
137045.94359999895,219792.59490000084,ES88C,137045.94360000000,219792.59490000000
142046.807099998,219699.51830000058,ES88D,142046.80710000001,219699.51830000000
137232.15039999783,229794.4868,ES89C,137232.15040000001,229794.48680000001
142233.12640000135,229701.30189999938,ES89D,142233.12640000001,229701.30189999999
145656.80600000173,144598.90569999814,ES90A,145656.80600000001,144598.90570000000
150657.11089999974,144506.6147999987,ES90B,150657.11090000000,144506.61480000001
145564.54599999636,139598.57400000095,ES90C,145564.54600000000,139598.57399999999
150564.84610000253,139506.34160000086,ES90D,150564.84610000000,139506.34160000001
145841.49719999731,154599.59160000086,ES91A,145841.49720000001,154599.59160000001
150841.82119999826,154507.18329999968,ES91B,150841.82120000001,154507.18330000000
145749.12309999764,149599.24390000105,ES91C,145749.12310000000,149599.24390000000
150749.43599999696,149506.89429999888,ES91D,150749.43599999999,149506.89430000001
146026.41759999841,164600.32820000127,ES92A,146026.41759999999,164600.32819999999
151026.77290000021,164507.80200000107,ES92B,151026.77290000001,164507.80200000000
145933.9287,159599.95199999958,ES92C,145933.92869999999,159599.95199999999
150934.26680000126,159507.48479999974,ES92D,150934.26680000001,159507.48480000001
146211.567900002,174601.1400000006,ES93A,146211.56789999999,174601.14000000001
151211.96689999849,174508.49549999833,ES93B,151211.96690000000,174508.49549999999
146118.96389999986,169600.72320000082,ES93C,146118.96390000000,169600.72320000001
151119.33959999681,169508.13789999858,ES93D,151119.33960000001,169508.13790000000
146396.94910000265,184602.05180000141,ES94A,146396.94910000000,184602.05179999999
151397.40420000255,184509.28849999979,ES94B,151397.40419999999,184509.28850000000
146304.2295999974,179601.58190000057,ES94C,146304.22959999999,179601.58189999999
151304.65510000288,179508.87799999863,ES94D,151304.65510000000,179508.87800000000
146582.56220000237,194603.08839999884,ES95A,146582.56219999999,194603.08840000001
151583.08569999784,194510.20589999855,ES95B,151583.08570000000,194510.20590000000
146489.72659999877,189602.55290000141,ES95C,146489.72659999999,189602.55290000001
151490.21440000087,189509.73020000011,ES95D,151490.21440000000,189509.73019999999
146768.40789999813,204604.27459999919,ES96A,146768.40789999999,204604.27460000000
151769.01229999959,204511.27230000123,ES96B,151769.01230000000,204511.27230000001
146675.45589999855,199603.6613,ES96C,146675.45590000000,199603.66130000001
151676.01829999685,199510.71889999881,ES96D,151676.01830000000,199510.71890000001
146954.48730000108,214605.63509999961,ES97A,146954.48730000001,214605.63510000001
151955.18509999663,214512.51269999892,ES97B,151955.18510000000,214512.51269999999
146861.41839999706,209604.93140000105,ES97C,146861.41840000000,209604.93140000000
151862.067900002,209511.86919999868,ES97D,151862.06789999999,209511.86919999999
147140.80129999667,224607.1950000003,ES98A,147140.80129999999,224607.19500000001
152141.60480000079,224513.95199999958,ES98B,152141.60480000000,224513.95199999999
147047.61490000039,219606.38859999925,ES98C,147047.61489999999,219606.38860000001
152048.364,219513.20600000024,ES98D,152048.36400000000,219513.20600000001
152328.27250000089,234515.61520000175,ES99B,152328.27249999999,234515.61520000000
147234.04649999738,229608.05750000104,ES99C,147234.04650000000,229608.05750000000
152234.9076000005,229514.75409999862,ES99D,152234.90760000001,229514.75409999999
152421.6996999979,239516.53849999979,ET90D,152421.69970000000,239516.53850000000
218646.17909999937,33228.676300000399,FQ69B,218646.17910000001,33228.67630000000
228465.70009999722,23049.264100000262,FQ78B,228465.70009999999,23049.26410000000
223645.8994999975,33138.56899999827,FQ79A,223645.89950000000,33138.56900000000
228645.51690000296,33048.524300001562,FQ79B,228645.51689999999,33048.52430000000
228555.55560000241,28048.92709999904,FQ79D,228555.55559999999,28048.92710000000
233465.34300000221,22959.496500000358,FQ88A,233465.34299999999,22959.49650000000
238464.87730000168,22869.797600001097,FQ88B,238464.87729999999,22869.79760000000
233645.02849999815,32958.542199999094,FQ89A,233645.02849999999,32958.54220000000
238644.43119999766,32868.622699998319,FQ89B,238644.43119999999,32868.62270000000
233555.13139999658,27959.052200000733,FQ89C,233555.13140000001,27959.05220000000
238554.59839999676,27869.243099998683,FQ89D,238554.59839999999,27869.24310000000
243643.72190000117,32778.76630000025,FQ99A,243643.72190000000,32778.76630000000
248642.89779999852,32688.972800001502,FQ99B,248642.89780000001,32688.97280000000
243553.95359999686,27779.5,FQ99C,243553.95360000001,27779.50000000000
248553.19399999827,27689.822799999267,FQ99D,248553.19399999999,27689.82280000000
154371.27939999849,74410.531199999154,FR03A,154371.27940000000,74410.53120000000
159371.67419999838,74319.122499998659,FR03B,159371.67420000001,74319.12250000000
154279.88260000199,69410.085900001228,FR03C,154279.88260000001,69410.08590000001
159280.31530000269,69318.740400001407,FR03D,159280.31529999999,69318.74040000000
154554.258100003,84411.315200001001,FR04A,154554.25810000001,84411.31520000000
159554.58579999954,84319.78009999916,FR04B,159554.58580000000,84319.78010000000
154462.73789999634,79410.939899999648,FR04C,154462.73790000001,79410.93990000000
159463.09759999812,79319.468100000173,FR04D,159463.09760000001,79319.46810000000
154737.48409999907,94411.977499999106,FR05A,154737.48410000000,94411.97749999999
159737.75689999759,94320.315499998629,FR05B,159737.75690000001,94320.31550000000
154645.84019999951,89411.660000000149,FR05C,154645.84020000001,89411.66000000000
159646.13880000263,89320.061599999666,FR05D,159646.13879999999,89320.06160000000
154920.95840000361,104412.54250000045,FR06A,154920.95840000000,104412.54250000000
159921.18850000203,104320.75310000032,FR06B,159921.18849999999,104320.75310000000
154829.190200001,99412.270700000226,FR06C,154829.19020000001,99412.27069999999
159829.44009999931,99320.545000001788,FR06D,159829.44010000001,99320.54500000000
155104.68169999868,114413.03449999914,FR07A,155104.68169999999,114413.03449999999
160104.88130000234,114321.1173,FR07B,160104.88130000001,114321.11730000000
155012.78880000114,109412.79610000178,FR07C,155012.78880000001,109412.79610000001
160013.0022,109320.94280000031,FR07D,160013.00219999999,109320.94280000000
155288.65519999713,124413.47800000012,FR08A,155288.65520000001,124413.47800000000
160288.83649999648,124321.43239999935,FR08B,160288.83650000000,124321.43240000001
155196.63710000366,119413.26080000028,FR08C,155196.63709999999,119413.26080000000
160196.82609999925,119321.27939999849,FR08D,160196.82610000001,119321.27940000000
155472.87950000167,134413.89750000089,FR09A,155472.87950000001,134413.89749999999
160473.05489999801,134321.72309999913,FR09B,160473.05489999999,134321.72310000000
155380.73589999974,129413.68919999897,FR09C,155380.73590000000,129413.68919999999
160380.91269999743,129321.57930000126,FR09D,160380.91269999999,129321.57930000000
164372.00419999659,74227.750599998981,FR13A,164372.00420000000,74227.75060000000
169372.26659999788,74136.415300000459,FR13B,169372.26660000000,74136.41529999999
164554.84860000014,84228.275499999523,FR14A,164554.84860000000,84228.27550000000
169555.04349999875,84136.801600001752,FR14B,169555.04350000000,84136.80160000001
164463.39249999821,79228.029899999499,FR14C,164463.39249999999,79228.02989999999
169463.619599998,79136.625300001353,FR14D,169463.61960000001,79136.62530000000
164737.96459999681,94228.677900001407,FR15A,164737.96460000001,94228.67790000000
169738.10409999639,94137.064899999648,FR15B,169738.10410000000,94137.06490000000
164646.37259999663,89228.490499999374,FR15C,164646.37260000000,89228.49050000000
169646.53830000013,89136.947200000286,FR15D,169646.53829999999,89136.94720000000
164921.3532000035,104228.98200000077,FR16A,164921.35320000001,104228.98200000000
169921.44960000366,104137.22940000147,FR16B,169921.44959999999,104137.22940000000
164829.62479999661,99228.840799998492,FR16C,164829.62479999999,99228.84080000001
169829.7412,99137.15799999982,FR16D,169829.74119999999,99137.15800000000
165105.0154,114229.21229999885,FR17A,165105.01540000000,114229.21230000000
170105.08079999685,114137.31960000098,FR17B,170105.08080000000,114137.31960000000
165013.1501000002,109229.10480000079,FR17C,165013.15010000000,109229.10480000000
170013.22940000147,109137.28229999915,FR17D,170013.22940000001,109137.28230000001
165288.95199999958,124229.39299999923,FR18A,165288.95199999999,124229.39300000000
170288.99870000035,124137.35979999974,FR18B,170288.99870000000,124137.35980000001
165196.94929999858,119229.30730000138,FR18C,165196.94930000001,119229.30730000000
170197.00379999727,119137.34450000152,FR18D,170197.00380000001,119137.34450000001
165473.16409999877,134229.54879999906,FR19A,165473.16409999999,134229.54879999999
170473.20430000126,134137.37460000068,FR19B,170473.20430000001,134137.37460000001
165381.02359999716,129229.47250000015,FR19C,165381.02359999999,129229.47250000000
170381.06549999863,129137.36890000105,FR19D,170381.06550000000,129137.36890000000
174372.45820000023,74045.116799999028,FR23A,174372.45819999999,74045.11680000000
179372.57620000094,73953.8553000018,FR23B,179372.57620000001,73953.85530000000
174555.16740000248,84045.358500000089,FR24A,174555.16740000001,84045.35850000000
174463.77589999884,79045.254599999636,FR24C,174463.77590000001,79045.25460000000
174738.172499999,94045.476599998772,FR25A,174738.17249999999,94045.47660000000
179738.16659999639,93953.913100000471,FR25B,179738.16660000000,93953.91310000001
174646.63289999962,89045.431499999017,FR25C,174646.63290000000,89045.43150000001
179646.65339999646,88953.943599998951,FR25D,179646.65340000001,88953.94360000000
174921.47450000048,104045.49540000036,FR26A,174921.47450000001,104045.49540000000
179921.42499999702,103953.78009999916,FR26B,179921.42499999999,103953.78010000000
174829.78630000353,99045.496899999678,FR26C,174829.78630000001,99045.49690000000
179829.75710000098,98953.857599999756,FR26D,179829.75709999999,98953.85760000000
175105.07450000197,114045.43939999864,FR27A,175105.07449999999,114045.43940000000
180104.99350000173,113953.57189999893,FR27B,180104.99350000001,113953.57190000000
175013.23719999939,109045.47529999912,FR27C,175013.23720000000,109045.47530000001
180013.17040000111,108953.68389999866,FR27D,180013.17040000000,108953.68390000000
175288.97339999676,124045.33300000057,FR28A,175288.97339999999,124045.33300000000
180288.87319999933,123953.31269999966,FR28B,180288.87320000000,123953.31269999999
175196.98659999669,119045.3909999989,FR28C,175196.98660000000,119045.39100000000
180196.89440000057,118953.44709999859,FR28D,180196.89439999999,118953.44710000000
175473.17230000347,134045.20059999824,FR29A,175473.17230000001,134045.20060000001
180473.06509999931,133953.02699999884,FR29B,180473.06510000001,133953.02700000000
175381.0353000015,129045.26850000024,FR29C,175381.03529999999,129045.26850000001
180380.93,128953.17159999907,FR29D,180380.92999999999,128953.17160000000
184008.42830000073,53862.29199999943,FR31A,184008.42830000000,53862.29200000000
189008.56289999932,53771.429200001061,FR31B,189008.56289999999,53771.42920000000
184190.36370000243,63862.548099998385,FR32A,184190.36369999999,63862.54810000000
189190.40559999645,63771.523299999535,FR32B,189190.40560000000,63771.52330000000
184099.35620000213,58862.44319999963,FR32C,184099.35620000001,58862.44320000000
189099.44309999794,58771.499499998987,FR32D,189099.44310000000,58771.49950000000
184372.61729999632,73862.631000000983,FR33A,184372.61730000001,73862.63099999999
189372.57859999686,73771.443799998611,FR33B,189372.57860000001,73771.44379999999
184281.45059999824,68862.609600000083,FR33C,184281.45060000001,68862.60960000000
189281.45080000162,68771.503699999303,FR33D,189281.45079999999,68771.50370000000
184555.190200001,83862.565000001341,FR34A,184555.19020000001,83862.56500000000
189555.08309999853,83771.214899998158,FR34B,189555.08309999999,83771.21490000001
184463.86379999667,78862.615100000054,FR34C,184463.86379999999,78862.61510000000
189463.7893999964,78771.346500001848,FR34D,189463.78940000001,78771.34650000000
184738.08340000361,93862.374499998987,FR35A,184738.08340000000,93862.37450000001
189737.9199000001,93770.861000001431,FR35B,189737.91990000001,93770.86100000000
184646.59669999778,88862.483800001442,FR35C,184646.59669999999,88862.48380000000
189646.459899999,88771.05209999904,FR35D,189646.45989999999,88771.05210000000
184921.29789999872,103862.08370000124,FR36A,184921.29790000001,103862.08370000000
189921.09019999951,103770.40619999915,FR36B,189921.09020000001,103770.40620000000
184829.65039999783,98862.240100000054,FR36C,184829.65040000001,98862.24010000000
189829.46329999715,98770.6446999982,FR36D,189829.46330000000,98770.64470000000
185104.83470000327,113861.71709999815,FR37A,185104.83470000001,113861.71709999999
190104.5951000005,113769.87510000169,FR37B,190104.59510000001,113769.87510000000
185013.02589999884,108861.90839999914,FR37C,185013.02590000001,108861.90840000000
190012.80080000311,108770.14869999886,FR37D,190012.80080000000,108770.14870000001
185288.69489999861,123861.29890000075,FR38A,185288.69490000000,123861.29889999999
190288.4355000034,123769.29199999943,FR38B,190288.43549999999,123769.29200000000
185196.72429999709,118861.51289999858,FR38C,185196.72430000000,118861.51290000000
190196.47330000252,118769.58850000054,FR38D,190196.47330000001,118769.58850000000
185472.87960000336,133860.85379999876,FR39A,185472.87959999999,133860.85380000001
190472.61259999871,133768.68129999936,FR39B,190472.61259999999,133768.68130000000
185380.74660000205,128861.07820000127,FR39C,185380.74660000001,128861.07820000000
190380.48200000077,128768.98860000074,FR39D,190380.48199999999,128768.98860000000
194008.61529999971,53680.615800000727,FR41A,194008.61530000000,53680.61580000000
199008.5821999982,53589.851900000125,FR41B,199008.58220000000,53589.85190000000
198917.88669999689,48589.902800001204,FR41D,198917.88670000000,48589.90280000000
194190.36500000209,63680.54199999943,FR42A,194190.36499999999,63680.54200000000
199190.23870000243,63589.604100000113,FR42B,199190.23869999999,63589.60410000000
194099.44740000367,58680.602200001478,FR42C,194099.44740000000,58680.60220000000
199099.3662,58589.751299999654,FR42D,199099.36619999999,58589.75130000000
194372.45709999651,73680.29399999976,FR43A,194372.45710000000,73680.29399999999
199372.24970000237,73589.181600000709,FR43B,199372.24969999999,73589.18160000000
194281.36810000241,68680.438200000674,FR43C,194281.36809999999,68680.43820000000
199281.19979999959,68589.413199998438,FR43D,199281.19980000000,68589.41320000000
194554.89280000329,83679.896099999547,FR44A,194554.89280000000,83679.89610000000
199554.61630000174,83588.60869999975,FR44B,199554.61629999999,83588.60870000000
194463.63189999759,78680.112300001085,FR44C,194463.63190000001,78680.11229999999
199463.38849999756,78588.912399999797,FR44D,199463.38850000000,78588.91240000000
194737.67300000042,93679.372600000352,FR45A,194737.67300000001,93679.37260000000
199737.3396999985,93587.909600000829,FR45B,199737.33970000001,93587.90960000000
194646.2397999987,88679.648600000888,FR45C,194646.23980000001,88679.64860000000
199645.93339999765,88588.273400001228,FR45D,199645.93340000001,88588.27340000001
194920.79890000075,103678.7479000017,FR46A,194920.79889999999,103678.74790000000
199920.42090000212,103587.10880000144,FR46B,199920.42090000000,103587.10880000000
194829.19269999862,98679.071400001645,FR46C,194829.19270000001,98679.07140000000
199828.83550000191,98587.520399998873,FR46D,199828.83549999999,98587.52039999999
195104.27149999887,113678.04619999975,FR47A,195104.27150000000,113678.04620000000
200103.86110000312,113586.2303000018,FR47B,200103.86110000001,113586.23030000000
195012.49180000275,108678.40520000085,FR47C,195012.49179999999,108678.40519999999
200012.09600000083,108586.67770000175,FR47D,200012.09599999999,108586.67770000000
195288.09189999849,123677.29190000147,FR48A,195288.09190000000,123677.29190000000
200287.66120000184,123585.29890000075,FR48B,200287.66120000000,123585.29889999999
195196.1382,118677.67399999872,FR48C,195196.13819999999,118677.67400000000
200195.71599999815,118585.7696999982,FR48D,200195.71599999999,118585.76970000000
195472.26129999757,133676.50950000063,FR49A,195472.26130000001,133676.50949999999
200471.82240000367,133584.3387000002,FR49B,200471.82240000000,133584.33869999999
195380.13289999962,128676.90269999951,FR49C,195380.13290000000,128676.90270000001
200379.69659999758,128584.82079999894,FR49D,200379.69660000000,128584.82080000000
203827.26349999756,43499.36630000174,FR50A,203827.26350000000,43499.36630000000
208827.15659999847,43408.887499999255,FR50B,208827.15659999999,43408.88750000000
204008.46090000123,53499.137800000608,FR51A,204008.46090000001,53499.13780000000
209008.24809999764,53408.47349999845,FR51B,209008.24810000000,53408.47350000000
203917.81660000235,48499.278499998152,FR51C,203917.81659999999,48499.27850000000
208917.65519999713,48408.70699999854,FR51D,208917.65520000001,48408.70700000000
204190.02380000055,63498.709899999201,FR52A,204190.02380000000,63498.70990000000
209189.71720000356,63407.859600000083,FR52B,209189.71720000001,63407.85960000000
204099.19659999758,58498.947299998254,FR52C,204099.19660000000,58498.94730000000
209098.9354000017,58408.190000001341,FR52D,209098.93539999999,58408.19000000000
204371.95340000093,73498.106899999082,FR53A,204371.95340000000,73498.10690000000
209371.565200001,73407.069899998605,FR53B,209371.56520000001,73407.06990000000
204280.94269999862,68498.42880000174,FR53C,204280.94270000001,68498.42879999999
209280.59380000085,68407.485199999064,FR53D,209280.59380000000,68407.48520000000
204554.25079999864,83497.352899998426,FR54A,204554.25080000001,83497.35290000000
209553.79290000349,83406.128699999303,FR54B,209553.79290000000,83406.12870000000
204463.05600000173,78497.747200001031,FR54C,204463.05600000001,78497.74720000000
209462.63149999827,78406.616700001061,FR54D,209462.63149999999,78406.61670000000
204736.91700000316,93496.472199998796,FR55A,204736.91699999999,93496.47220000000
209736.40179999918,93405.060100000352,FR55B,209736.40179999999,93405.06010000000
204645.53769999743,88496.926800001413,FR55C,204645.53769999999,88496.92680000000
209645.04969999939,88405.60889999941,FR55D,209645.04970000000,88405.60890000001
204919.95319999754,103495.48889999837,FR56A,204919.95319999999,103495.48890000000
209919.3927000016,103403.88870000094,FR56B,209919.39270000000,103403.88870000000
204828.38880000263,98495.991799999028,FR56C,204828.38879999999,98495.99180000000
209827.84939999878,98404.48580000177,FR56D,209827.84940000001,98404.48580000000
205103.36050000042,113494.42779999971,FR57A,205103.36050000001,113494.42780000000
210102.7669999972,113402.63870000094,FR57B,210102.76699999999,113402.63870000000
205011.61039999872,108494.96660000086,FR57C,205011.61040000001,108494.96660000000
210011.03180000186,108403.27199999988,FR57D,210011.03180000000,108403.27200000000
205287.14010000229,123493.31289999932,FR58A,205287.14009999999,123493.31290000000
210286.52570000291,123401.33439999819,FR58B,210286.52570000000,123401.33440000001
205195.20369999856,118493.87559999898,FR58C,205195.20370000001,118493.87560000000
210194.59820000082,118401.99179999903,FR58D,210194.59820000001,118401.99180000000
205471.29299999774,133492.16899999976,FR59A,205471.29300000001,133492.16899999999
210470.67000000179,133400.00030000135,FR59B,210470.67000000001,133400.00030000001
205379.1697999984,128492.74309999868,FR59C,205379.16980000000,128492.74310000001
210378.54950000346,128400.66959999874,FR59D,210378.54949999999,128400.66959999999
213826.95549999923,43318.464800000191,FR60A,213826.95550000001,43318.46480000000
218826.65730000287,43228.098200000823,FR60B,218826.65729999999,43228.09820000000
218736.36819999665,38228.416900001466,FR60D,218736.36820000000,38228.41690000000
214007.94089999795,53317.859200000763,FR61A,214007.94089999999,53317.85920000000
219007.53620000184,53227.295099999756,FR61B,219007.53620000000,53227.29510000000
213917.3994999975,48318.1886,FR61C,213917.39950000000,48318.18860000000
218917.04659999907,48227.72329999879,FR61D,218917.04660000000,48227.72330000000
214189.31599999964,63317.053199999034,FR62A,214189.31599999999,63317.05320000000
219188.81700000167,63226.290800001472,FR62B,219188.81700000001,63226.29080000000
214098.57959999889,58317.479800000787,FR62C,214098.57960000000,58317.47980000000
219098.12629999965,58226.816599998623,FR62D,219098.12630000000,58226.81660000000
214371.08190000057,73316.070799998939,FR63A,214371.08189999999,73316.07080000000
219370.50069999695,73225.109700001776,FR63B,219370.50070000000,73225.10970000000
214280.1499999985,68316.582499999553,FR63C,214280.14999999999,68316.58250000000
219279.60840000212,68225.720800001174,FR63D,219279.60840000000,68225.72080000000
214553.23990000039,83314.936299998313,FR64A,214553.23989999999,83314.93630000000
219552.58850000054,83223.775899998844,FR64B,219552.58850000001,83223.77589999999
214462.1118,78315.52100000158,FR64C,214462.11180000001,78315.52099999999
219461.49400000274,78224.460299998522,FR64D,219461.49400000001,78224.46030000001
214735.79100000113,93313.67399999872,FR65A,214735.79100000000,93313.67400000000
219735.08160000294,93222.313700001687,FR65B,219735.08160000000,93222.31370000000
214644.46620000154,88314.319600000978,FR65C,214644.46620000000,88314.31960000000
219643.78429999948,88223.059300001711,FR65D,219643.78430000000,88223.05929999999
214918.73640000075,103312.3081,FR66A,214918.73639999999,103312.30809999999
219917.98120000213,103220.74740000069,FR66B,219917.98120000001,103220.74739999999
214827.21429999918,98313.002500001341,FR66C,214827.21429999999,98313.00250000000
219826.48059999943,98221.54199999943,FR66D,219826.48060000001,98221.54200000000
215102.07729999721,113310.86309999973,FR67A,215102.07730000000,113310.86310000000
220101.28840000182,113219.10119999945,FR67B,220101.28839999999,113219.10120000000
215010.3572999984,108311.59400000051,FR67C,215010.35730000000,108311.59400000000
220009.58380000293,108219.9327000007,FR67D,220009.58379999999,108219.93270000000
215285.81480000168,123309.36320000142,FR68A,215285.81479999999,123309.36320000001
220285.00460000336,123217.39970000088,FR68B,220285.00459999999,123217.39969999999
215193.89639999717,118310.11850000173,FR68C,215193.89640000000,118310.11850000000
220193.09529999644,118218.25580000132,FR68D,220193.09529999999,118218.25580000000
215469.95019999892,133307.83289999887,FR69A,215469.95019999999,133307.83290000001
220469.13080000132,133215.66719999909,FR69B,220469.13080000001,133215.66720000000
215377.83280000091,128308.60040000081,FR69C,215377.83280000000,128308.60040000000
220377.01630000025,128216.53579999879,FR69D,220377.01629999999,128216.53580000000
223826.25900000334,43137.78799999878,FR70A,223826.25899999999,43137.78800000000
228825.75739999861,43047.534200001508,FR70B,228825.75740000000,43047.53420000000
223736.02769999951,38138.208200000226,FR70C,223736.02770000001,38138.20820000000
