Subcollectie;scientificName;eventData;municipality;locality;Utm5km;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;;Provincie
Supplementen;Anopheles claviger (Meigen, 1804);4/11/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;698;;LG
Supplementen;Anopheles claviger (Meigen, 1804);5/11/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;699;;LG
Supplementen;Anopheles claviger (Meigen, 1804);6/9/1953;Embourg; Sauheid;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;700;;LG
Supplementen;Anopheles claviger (Meigen, 1804);7/10/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;701;;LG
Supplementen;Anopheles claviger (Meigen, 1804);7/11/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;702;;LG
Supplementen;Anopheles claviger (Meigen, 1804);8/10/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;703;;LG
Supplementen;Anopheles claviger (Meigen, 1804);8/10/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;704;;LG
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;705;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;10/9/1917;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;706;;OV
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;13/1/1952;Knokke-Heist; Knokke, Het Zoute (Duinen);ES18B;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;707;;WV
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;708;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;709;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;16/5/1921;Grez-Doiceau; Archennes;FS12D;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;710;;BW
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;17/10/1949;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;711;;BR
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;22/7/1942;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;712;;OV
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;22/7/1956;Mol;;FS47D;L. Marnef;L. Marnef;Female;Adult;Whole mount;3C-15-Culi-6;713;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;22/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;714;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;22/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-15-Culi-6;715;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;25/9/1933;Lanaye; Grotte carrière inférieure;FS83D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;716;;LG
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;28/10/1953;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;717;;BR
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;31/3/1923;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;718;;AN
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;8/9/1934;Lanaye; Grotte carrière inférieure (B.24);FS83D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;719;;LG
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;8/9/1934;Lanaye; Grotte carrière inférieure (B.24);FS83D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;720;;LG
Supplementen;Anopheles maculipennis s.s. Meigen, 1818;9/8/1947;Malmedy; Bevercé (La Vallée de la Warche);KA89D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;721;;LG
Supplementen;Anopheles plumbeus Stephens, 1828;1/7/1962;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;722;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;1/8/1970;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;723;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;10/5/1950;Keerbergen; Zeept;FS15C;V. Hendrickx;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;724;;VB
Supplementen;Anopheles plumbeus Stephens, 1828;12/9/1961;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;725;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;15/5/1942;Destelbergen;;ES55B;;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;726;;OV
Supplementen;Anopheles plumbeus Stephens, 1828;15/5/1971;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;727;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;16/5/1952;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;728;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;16/6/1973;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;729;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;20/5/1971;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;730;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;20/7/1967;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;731;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;20/8/1967;Watermaal;;ES92B;L. Allaer;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;732;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;21/5/1943; ;Forêt de Soignes (Grasdelle);ES92B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;733;;
Supplementen;Anopheles plumbeus Stephens, 1828;22/7/1962;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;734;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;25/8/1961;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;735;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;28/8/1962;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;736;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;8/1970;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;737;;BR
Supplementen;Anopheles plumbeus Stephens, 1828;9/1970;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-15-Culi-6;738;;BR
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);1/7/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;739;;
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);1/8/1926;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;740;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);10/7/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;741;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);13/8/1950;Boitsfort; Etang des Enfants Noyés;ES92B;P. Gravez;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;742;;BR
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);15/7/1941; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;743;;
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;744;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);2/7/1941; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;745;;
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);22/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;746;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);23/7/1941; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;747;;
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);24/6/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;748;;
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);25/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;749;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);28/6/1941;Leuven; Kessel-Lo;FS23A;V. Hendrickx;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;750;;VB
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);29/6/1926;Arendonk;;FS48B;Antoine Ball;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;751;;AN
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);3/8/1945;Grez-Doiceau; Nethen;FS12B;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;752;;BW
Supplementen;Coquillettidia richiardii (Ficalbi, 1889);4/7/1934; ;Forêt de Soignes (Arboretum);FS02B;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-16-Culi-6;753;;
Supplementen;Culex pipiens Linnaeus, 1758;1/10/1951;Brussel;;ES93D;P. Gravez;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;754;;BR
Supplementen;Culex pipiens Linnaeus, 1758;1/12/1920; Lo;;DS84A;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;755;;
Supplementen;Culex pipiens Linnaeus, 1758;1/7/1942; ;Forêt de Soignes (sentier Les trois Fontaines);ES91A;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;756;;
Supplementen;Culex pipiens Linnaeus, 1758;1/8/1926;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;757;;AN
Supplementen;Culex pipiens Linnaeus, 1758;1/9/1950;Saint-Hubert; Mirwart;FR64A;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;758;;LX
Supplementen;Culex pipiens Linnaeus, 1758;1/9/1953;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;759;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;760;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;761;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;762;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;763;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;764;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/3/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;765;;OV
Supplementen;Culex pipiens Linnaeus, 1758;10/3/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;766;;OV
Supplementen;Culex pipiens Linnaeus, 1758;10/4/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;767;;BR
Supplementen;Culex pipiens Linnaeus, 1758;10/6/1933;Antwerpen;;ES97D;/ Brandligt;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;768;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/6/1933;Antwerpen;;ES97D;/ Brandligt;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;769;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/7/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;770;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/7/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;771;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/7/1965;Dessel;;FS47B;L. Allaer;Wouter Dekoninck;Female;Adult;Whole mount;3C-5-Culi-6;772;;AN
Supplementen;Culex pipiens Linnaeus, 1758;10/9/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;773;;LG
Supplementen;Culex pipiens Linnaeus, 1758;10/9/1953;Embourg; Colonster;FS80A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;774;;LG
Supplementen;Culex pipiens Linnaeus, 1758;11/2/1913;Francorchamps; Le Fagnoû;GR19C;;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;775;;LG
Supplementen;Culex pipiens Linnaeus, 1758;11/2/1943; ;Forêt de Soignes;ES92D;P. Vanschuytbroeck;Wouter Dekoninck;Male;Adult;Whole mount;3C-4-Culi-6;776;;
Supplementen;Culex pipiens Linnaeus, 1758;11/2/1943; ;Forêt de Soignes;ES92D;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-4-Culi-6;777;;
Supplementen;Culex pipiens Linnaeus, 1758;11/6/1928; ;Forêt de Soignes;ES92D;André Léon Tonnoir;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;778;;
Supplementen;Culex pipiens Linnaeus, 1758;11/9/1942; ;Forêt de Soignes (Grasdelle);ES92B;J. Cooreman;Wouter Dekoninck;Male;Adult;Whole mount;3C-4-Culi-6;779;;
Supplementen;Culex pipiens Linnaeus, 1758;11/9/1942; ;Forêt de Soignes (Grasdelle);ES92B;J. Cooreman;Wouter Dekoninck;Female;Adult;Whole mount;3C-4-Culi-6;780;;
Supplementen;Culex pipiens Linnaeus, 1758;11/9/1942; ;Forêt de Soignes (Grasdelle);ES92B;J. Cooreman;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;781;;
Supplementen;Culex pipiens Linnaeus, 1758;12/10/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;782;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/1967;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;783;;BR
Supplementen;Culex pipiens Linnaeus, 1758;12/6/1958;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;784;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/7/1935;Ottignies-Louvain-la-Neuve; Limelette;FS11A;O. Sablon;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;785;;BW
Supplementen;Culex pipiens Linnaeus, 1758;12/7/1935;Ottignies-Louvain-la-Neuve; Limelette;FS11A;O. Sablon;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;786;;BW
Supplementen;Culex pipiens Linnaeus, 1758;12/7/1935;Ottignies-Louvain-la-Neuve; Limelette;FS11A;O. Sablon;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;787;;BW
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1919;Anderlecht;Neerpede;ES93C;André Léon Tonnoir;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;788;;BR
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;789;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;790;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;791;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;792;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;793;;AN
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1934;Lanaye; Grotte carrière du pylône 136;FS83D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;794;;LG
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1941; ;Forêt de Soignes (Rouge-Cloître);FS03C;Jean Kekenbosch;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;795;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1941; ;Forêt de Soignes (Rouge-Cloître);FS03C;Jean Kekenbosch;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;796;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;797;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;798;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;799;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;800;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;801;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;802;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;803;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1942; ;Forêt de Soignes (sentier Les trois Fontaines);ES91A;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;804;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1948;Hockai; Hautes Fagnes, Les Six Hêtres;;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;805;;
Supplementen;Culex pipiens Linnaeus, 1758;12/9/1948;Hockai; Hautes Fagnes, Les Six Hêtres;;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;806;;
Supplementen;Culex pipiens Linnaeus, 1758;13/10/1941;Destelbergen;;ES55B;;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;807;;OV
Supplementen;Culex pipiens Linnaeus, 1758;13/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;808;;AN
Supplementen;Culex pipiens Linnaeus, 1758;13/3/1953;Embourg; Sauheid;FS80A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;809;;LG
Supplementen;Culex pipiens Linnaeus, 1758;13/4/1972;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;810;;AN
Supplementen;Culex pipiens Linnaeus, 1758;13/7/1940;Pepinster;;FS90B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;811;;LG
Supplementen;Culex pipiens Linnaeus, 1758;13/8/1948;Ghlin; Bois de Ghlin;;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;812;;HT
Supplementen;Culex pipiens Linnaeus, 1758;13/8/1978;Musson; Mussy-la-Ville;FQ99C;Cl. Segers;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;813;;LX
Supplementen;Culex pipiens Linnaeus, 1758;13/8/1978;Musson; Mussy-la-Ville;FQ99C;Cl. Segers;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;814;;LX
Supplementen;Culex pipiens Linnaeus, 1758;13/9/1945;Hastière-Lavaux; Trou des Nutons (B.57);FR26D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;815;;NA
Supplementen;Culex pipiens Linnaeus, 1758;14/6/1937;Koksijde; Bad;DS76D;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;816;;WV
Supplementen;Culex pipiens Linnaeus, 1758;14/8/1942; ;Forêt de Soignes (de Vuylbeek);ES92B;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;817;;
Supplementen;Culex pipiens Linnaeus, 1758;14/8/1942; ;Forêt de Soignes (de Vuylbeek);ES92B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;818;;
Supplementen;Culex pipiens Linnaeus, 1758;15/10/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;819;;OV
Supplementen;Culex pipiens Linnaeus, 1758;15/10/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;820;;OV
Supplementen;Culex pipiens Linnaeus, 1758;15/12/1941;Ixelles;;ES93D;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;821;;BR
Supplementen;Culex pipiens Linnaeus, 1758;15/4/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;822;;OV
Supplementen;Culex pipiens Linnaeus, 1758;15/4/1946;Tervuren; Park;FS03D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;823;;VB
Supplementen;Culex pipiens Linnaeus, 1758;15/4/1972;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;824;;BR
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-6-Culi-6;825;;AN
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;826;;AN
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;827;;AN
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;828;;AN
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;829;;AN
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1967;Watermaal;;ES92B;L. Allaer;Wouter Dekoninck;Female;Adult;Whole mount;3C-5-Culi-6;830;;BR
Supplementen;Culex pipiens Linnaeus, 1758;15/8/1967;Watermaal;;ES92B;L. Allaer;Wouter Dekoninck;Male;Adult;Whole mount;3C-5-Culi-6;831;;BR
Supplementen;Culex pipiens Linnaeus, 1758;16/10/1939;Zemst; Weerde;FS04A;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-6-Culi-6;832;;VB
Supplementen;Culex pipiens Linnaeus, 1758;16/4/1943; ;Forêt de Soignes (Bois des Capucins);;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;833;;
Supplementen;Culex pipiens Linnaeus, 1758;16/5/1921;Grez-Doiceau; Archennes;FS12D;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;834;;BW
Supplementen;Culex pipiens Linnaeus, 1758;16/8/1942;Ixelles;;ES93D;P. Vanschuytbroeck;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;835;;BR
Supplementen;Culex pipiens Linnaeus, 1758;16/8/1942;Ixelles;;ES93D;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;836;;BR
Supplementen;Culex pipiens Linnaeus, 1758;16/9/1926;Saint-Hubert;;FR74A;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;837;;LX
Supplementen;Culex pipiens Linnaeus, 1758;16/9/1942; ;Forêt de Soignes (Grasdelle);ES92B;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-4-Culi-6;838;;
Supplementen;Culex pipiens Linnaeus, 1758;16/9/1942; ;Forêt de Soignes (Grasdelle);ES92B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-4-Culi-6;839;;
