Subcollectie;scientificName;eventData;municipality;locality;Utm5km;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;;Provincie
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/12/1943;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;459;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/7/1920;Stavelot; Hockai;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;460;;LG
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/8/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;461;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;462;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;463;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;1/9/1932;De Panne;;DS76C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;464;;WV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;12/5/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;465;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;16/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;466;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;17/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;467;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;18/9/1920;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;468;;WV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;2/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;469;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;22/10/1933;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;470;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;22/10/1933;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;471;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;22/8/1920;Maarkedal; Nukerke;ES42A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;472;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;23/7/1920;Oudergem; Rouge-Cloître;FS03C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;473;;BR
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;24/8/1942;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;474;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;27/9/1945;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;475;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;28/10/1946;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;476;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;3/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;477;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;3/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;478;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;4/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;479;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;5/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;480;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;5/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;481;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;6/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;482;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;6/9/1917;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;483;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;7/3/1945;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;484;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;7/9/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;485;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;8/6/1920;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;486;;OV
Coll. M. Goetghebuer;Culex pipiens Linnaeus, 1758;;Berlare; Overmere;ES65B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;487;;OV
Coll. M. Goetghebuer;Culex territans Walker, 1856;28/6/1918;Oudergem; Rouge-Cloître;FS03C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;488;;BR
Coll. M. Goetghebuer;Culex territans Walker, 1856;30/7/1918; ;Forêt de Soignes;ES92D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;489;;
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);1/12/1944;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;490;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);1/8/1923;Bullange;;LA08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;491;;LG
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);1/8/1923;Bullange;;LA08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;492;;LG
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);10/10/1931;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;493;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);10/9/1917;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;494;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);11/4/1931;De Panne;;DS76C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;495;;WV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);11/9/1919;Kalmthout; Heide;FS09C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;496;;AN
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);11/9/1919;Kalmthout; Heide;FS09C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;497;;AN
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);12/11/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;498;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);12/9/1921;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;499;;WV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);12/9/1921;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;500;;WV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);12/9/1921;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;501;;WV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);18/9/1920;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;502;;WV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);19/5/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;503;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);2/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;504;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);2/9/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;505;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);23/9/1921;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;506;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);25/8/1916;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;507;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);26/9/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;508;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);28/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;509;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);28/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;510;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);28/9/1917;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;511;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);30/10/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;512;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);6/4/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;513;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);6/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;514;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);6/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;515;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);6/9/1917;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;516;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);8/3/1921;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;517;;OV
Coll. M. Goetghebuer;Culiseta annulata (Schrank, 1776);9/9/1917;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;518;;OV
Coll. M. Goetghebuer;Culiseta fumipennis (Stephens, 1825);1/7/1920;Stavelot; Hockai;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;519;;LG
Coll. M. Goetghebuer;Culiseta fumipennis (Stephens, 1825);1/7/1920;Stavelot; Hockai;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;520;;LG
Coll. M. Goetghebuer;Culiseta fumipennis (Stephens, 1825);11/6/1914;Stavelot; Hockai;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;521;;LG
Coll. M. Goetghebuer;Culiseta fumipennis (Stephens, 1825);9/5/1920;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;522;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);1/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;523;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);10/6/1909;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;524;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);12/6/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;525;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);13/6/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;526;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);20/4/1920;Merelbeke;;ES54A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;527;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);21/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;528;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);21/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;529;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);22/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;530;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);23/4/1910;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;531;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);23/4/1910;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;532;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);25/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;533;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);26/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;534;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);26/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;535;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);27/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;536;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);27/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;537;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);28/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;538;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);28/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;539;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);28/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;540;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);28/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;541;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);30/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;542;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);30/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;543;;OV
Coll. M. Goetghebuer;Culiseta morsitans (Theobald, 1901);5/6/1909;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;544;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);14/6/1931;Waarschoot; Waarschootbos;ES46A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;545;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);15/5/1924;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;546;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);2/6/1920;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;547;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);21/6/1913;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;548;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);24/5/1933;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;549;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);26/4/1910;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;550;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);26/5/1921;Merelbeke; Munte;ES54C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;551;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);3/6/1920;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;552;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);3/6/1920;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;553;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);6/9/1917;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;554;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);8/6/1920;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;555;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);8/6/1920;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;556;;OV
Coll. M. Goetghebuer;Ochlerotatus annulipes (Meigen, 1830);9/7/1922;Waarschoot;;ES46A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;557;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);10/9/1917;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;558;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);11/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;559;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);12/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;560;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);12/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;561;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);12/5/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;562;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);15/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;563;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);16/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;564;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);18/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;565;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);21/6/1913;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;566;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);22/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;567;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);22/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;568;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);22/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;569;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);25/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;570;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);27/4/1910;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;571;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);29/4/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;572;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);6/9/1917;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;573;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);8/6/1920;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;574;;OV
Coll. M. Goetghebuer;Ochlerotatus cantans (Meigen, 1818);9/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;575;;OV
Coll. M. Goetghebuer;Ochlerotatus caspius (Pallas, 1771);13/9/1909;Blankenberge; duinen;ES08D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;576;;WV
Coll. M. Goetghebuer;Ochlerotatus caspius (Pallas, 1771);17/9/1925;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;577;;WV
