scientificName,accessRights,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,eventDate,year,locality,localityLatitude,LocalityLongitude,municipality,recordedBy,sex,lifestage,occurrenceID,georeferenceRemarks,decimalLongitude,decimalLatitude
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,J. Cooreman,Male,Adult,RBINS:modirisk:collection:779,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,J. Cooreman,Female,Adult,RBINS:modirisk:collection:780,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,J. Cooreman,Female,Adult,RBINS:modirisk:collection:781,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/10/1960,1960,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:782,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/1967,1967,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:783,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/6/1958,1958,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:784,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/7/1935,1935,Limelette,,,Ottignies-Louvain-la-Neuve,O. Sablon,Male,Adult,RBINS:modirisk:collection:785,centroid of respective UTM square given,4.592994918308814,50.69842638519493
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/7/1935,1935,Limelette,,,Ottignies-Louvain-la-Neuve,O. Sablon,Female,Adult,RBINS:modirisk:collection:786,centroid of respective UTM square given,4.592994918308814,50.69842638519493
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/7/1935,1935,Limelette,,,Ottignies-Louvain-la-Neuve,O. Sablon,Male,Adult,RBINS:modirisk:collection:787,centroid of respective UTM square given,4.592994918308814,50.69842638519493
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1919,1919,Neerpede,50.82522969999999,4.2614292,Anderlecht,André Léon Tonnoir,Male,Adult,RBINS:modirisk:collection:788,centroid of respective UTM square given,4.313655544145898,50.8368093510628
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Abdij van Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:789,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:790,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Abdij van Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:791,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Abdij van Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:792,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:793,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1934,1934,Grotte carriére du pylône 136,,,Lanaye,A. Collart,Female,Adult,RBINS:modirisk:collection:794,centroid of respective UTM square given,5.661653446366415,50.813837147245536
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,Jean Kekenbosch,Male,Adult,RBINS:modirisk:collection:795,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,Jean Kekenbosch,Male,Adult,RBINS:modirisk:collection:796,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (sentier des Pins),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:797,centroid of respective UTM square given,4.454228994569034,50.79017505335694
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (sentier des Pins),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:798,centroid of respective UTM square given,4.454228994569034,50.79017505335694
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (sentier des Pins),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:799,centroid of respective UTM square given,4.454228994569034,50.79017505335694
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (sentier des Pins),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:800,centroid of respective UTM square given,4.454228994569034,50.79017505335694
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:801,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:802,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:803,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1942,1942,Forêt de Soignes (sentier Les trois Fontaines),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:804,centroid of respective UTM square given,4.30988339942558,50.70195190564638
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1948,1948,"Hautes Fagnes, Les Six Hêtres",,,Hockai,A. Collart,Male,Adult,RBINS:modirisk:collection:805,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1948,1948,"Hautes Fagnes, Les Six Hêtres",,,Hockai,A. Collart,Female,Adult,RBINS:modirisk:collection:806,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/10/1941,1941,,,,Destelbergen,,Male,Adult,RBINS:modirisk:collection:807,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/11/1960,1960,,,,Hoboken,L. Marnef,Male,Adult,RBINS:modirisk:collection:808,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/3/1953,1953,Sauheid,,,Embourg,,Male,Adult,RBINS:modirisk:collection:809,centroid of respective UTM square given,5.578399906630971,50.59083905847433
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/4/1972,1972,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:810,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/7/1940,1940,,,,Pepinster,R. Tollet,Female,Adult,RBINS:modirisk:collection:811,centroid of respective UTM square given,5.790065642418313,50.58595812107203
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/8/1948,1948,Bois de Ghlin,,,Ghlin,R. Tollet,Male,Adult,RBINS:modirisk:collection:812,centroid of respective UTM square given,3.880917659929081,50.481149577591914
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/8/1978,1978,Mussy-la-Ville,,,Musson,Cl. Segers,Female,Adult,RBINS:modirisk:collection:813,centroid of respective UTM square given,5.66166635193034,49.55446585273984
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/8/1978,1978,Mussy-la-Ville,,,Musson,Cl. Segers,Male,Adult,RBINS:modirisk:collection:814,centroid of respective UTM square given,5.66166635193034,49.55446585273984
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/9/1945,1945,Trou des Nutons (B.57),,,Hastiére-Lavaux,A. Collart,Female,Adult,RBINS:modirisk:collection:815,centroid of respective UTM square given,4.786568548898753,50.20094001066618
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/6/1937,1937,Bad,,,Koksijde,A. Collart,Male,Adult,RBINS:modirisk:collection:816,centroid of respective UTM square given,2.6785638824236195,51.113538128414405
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/8/1942,1942,Forêt de Soignes (de Vuylbeek),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:817,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/8/1942,1942,Forêt de Soignes (de Vuylbeek),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:818,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/10/1941,1941,Sint-Amandsberg,,,Gent,,Female,Adult,RBINS:modirisk:collection:819,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/10/1941,1941,Sint-Amandsberg,,,Gent,,Male,Adult,RBINS:modirisk:collection:820,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/12/1941,1941,,,,Ixelles,P. Vanschuytbroeck,Female,Adult,RBINS:modirisk:collection:821,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/4/1941,1941,Sint-Amandsberg,,,Gent,,Female,Adult,RBINS:modirisk:collection:822,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/4/1946,1946,Park,,,Tervuren,A. Collart,Female,Adult,RBINS:modirisk:collection:823,centroid of respective UTM square given,4.526605514916008,50.83421730251272
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/4/1972,1972,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:824,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:825,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:826,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:827,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:828,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:829,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1967,1967,,,,Watermaal,L. Allaer,Female,Adult,RBINS:modirisk:collection:830,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/8/1967,1967,,,,Watermaal,L. Allaer,Male,Adult,RBINS:modirisk:collection:831,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/10/1939,1939,Weerde,,,Zemst,A. Collart,Female,Adult,RBINS:modirisk:collection:832,centroid of respective UTM square given,4.459837403181947,50.96997052098249
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/4/1943,1943,Forêt de Soignes (Bois des Capucins),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:833,centroid of respective UTM square given,4.525140752701873,50.78926931414178
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/5/1921,1921,Archennes,,,Grez-Doiceau,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:834,centroid of respective UTM square given,4.665356150693555,50.7423832888912
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/8/1942,1942,,,,Ixelles,P. Vanschuytbroeck,Male,Adult,RBINS:modirisk:collection:835,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/8/1942,1942,,,,Ixelles,P. Vanschuytbroeck,Female,Adult,RBINS:modirisk:collection:836,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1926,1926,,,,Saint-Hubert,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:837,centroid of respective UTM square given,5.409824259795829,50.054749847278124
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:838,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:839,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1949,1949,Bois de la Haute Marlagne,,,Bois-de-Villers,R. Tollet,Male,Adult,RBINS:modirisk:collection:840,centroid of respective UTM square given,4.793315268445428,50.38072412399972
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1949,1949,Bois de la Haute Marlagne,,,Bois-de-Villers,R. Tollet,Female,Adult,RBINS:modirisk:collection:841,centroid of respective UTM square given,4.793315268445428,50.38072412399972
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1950,1950,,,,Ixelles,P. Gravez,Female,Adult,RBINS:modirisk:collection:842,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/10/1970,1970,,,,Watermaal,E. Janmoulle,Male,Adult,RBINS:modirisk:collection:843,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/8/1952,1952,Rouge-Cloître,,,Oudergem,P. Gravez,Female,Adult,RBINS:modirisk:collection:844,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/9/1926,1926,Les Tailles,,, ,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:845,centroid of respective UTM square given,5.7716370500789225,50.271560740810074
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/6/1973,1973,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:846,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/7/1959,1959,,,,Hoboken,L. Marnef,Male,Adult,RBINS:modirisk:collection:847,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/8/2006,2006,"Etang de Virelles, Site B",,,Virelles,Marc Pollet,Male,Adult,RBINS:modirisk:collection:848,centroid of respective UTM square given,4.362509091146352,50.071774003320215
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/9/1935,1935,,,,Blankenberge,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:849,centroid of respective UTM square given,3.107565659854871,51.29377406094246
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/11/1968,1968,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:850,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/12/1959,1959,,,,Hoboken,L. Marnef,Female,Adult,RBINS:modirisk:collection:851,centroid of respective UTM square given,4.323857595380179,51.19641288299004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/4/1946,1946,Lixhe (Montagne Saint-Pierre),,,Visé,A. Collart,Female,Adult,RBINS:modirisk:collection:852,centroid of respective UTM square given,5.659102106211528,50.76892155383404
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/7/1933,1933,Bad,,,Koksijde,A. Collart,Female,Adult,RBINS:modirisk:collection:853,centroid of respective UTM square given,2.6785638824236195,51.113538128414405
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/8/1936,1936,,,,Remersdaal,A. Collart,Male,Adult,RBINS:modirisk:collection:854,centroid of respective UTM square given,5.868808142810598,50.718972581933194
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/9/1942,1942,Forêt de Soignes (sentier du Bocq),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:855,centroid of respective UTM square given,4.525140752701873,50.78926931414178
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/9/1942,1942,Forêt de Soignes (sentier du Bocq),,, ,R. Tollet,Male,Adult,RBINS:modirisk:collection:856,centroid of respective UTM square given,4.525140752701873,50.78926931414178
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/9/1942,1942,Forêt de Soignes (sentier du Bocq),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:857,centroid of respective UTM square given,4.525140752701873,50.78926931414178
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/9/1942,1942,Forêt de Soignes (de Vuylbeek),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:858,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,mm/1941,1941,,,,Brussel,M. Lebrun,Male,Adult,RBINS:modirisk:collection:859,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/10/1933,1933,,,,Moorsel,Antoine Ball,Male,Adult,RBINS:modirisk:collection:860,centroid of respective UTM square given,4.102797298459452,50.92892297322338
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/10/1936,1936,,,,Moorsel,Antoine Ball,Female,Adult,RBINS:modirisk:collection:861,centroid of respective UTM square given,4.102797298459452,50.92892297322338
