type,language,licence,rightsHolder,institutionCode,datasetName,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceID,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude,habitat,municipality,comments,eventDate
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Oc1,larvae,M2L002,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL194,,2012/10/18,1,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Oct,adult,M2L019,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL195,in collection,2012/10/18,1,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Oct,adult,M2L019,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL196,in collection,2012/10/18,1,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L003Oct,larvae,M2L003,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL197,2 pupae,2012/10/18,36,Isra Deblauwe,50.991993,5.624796,rain water barrel,Maasmechelen,entrance car cemetry Armand Lowie,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L003Oct,larvae,M2L003,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL198,1 small larva,2012/10/18,3,Isra Deblauwe,50.991993,5.624796,rain water barrel,Maasmechelen,entrance car cemetry Armand Lowie,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,larvae,M2L020,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL199,,2012/10/18,42,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,larvae,M2L020,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL200,,2012/10/18,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L021Oc1,larvae,M2L021,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL201,,2012/10/18,4,Isra Deblauwe,50.9977608044105,5.6225054870487,tyre,Maasmechelen,APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Oc1,larvae,M2L022,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL202,,2012/10/18,6,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Oct,larvae,M2L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL203,1 pupa,2012/10/23,23,Isra Deblauwe,50.989847,5.63037,bucket,Maasmechelen,road next to Mechelse Bos close to industrial zone 'Op de Berg',2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L006Oct,larvae,M2L006,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL204,,2012/10/23,15,Isra Deblauwe,50.995636,5.634575,tyre,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Oct,larvae,M2L024,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL205,,2012/10/23,11,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L025Oct,larvae,M2L025,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL206,,2012/10/23,3,Isra Deblauwe,50.992564,5.632722,tyre,Maasmechelen,next to car cemetry Armand Lowie,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L025Oct,larvae,M2L025,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL207,,2012/10/23,6,Isra Deblauwe,50.992564,5.632722,tyre,Maasmechelen,next to car cemetry Armand Lowie,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L026Oct,larvae,M2L026,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL208,,2012/10/23,5,Isra Deblauwe,50.995305,5.634417,plastic sheet,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L026Oct,larvae,M2L026,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL209,1 small larvae,2012/10/23,9,Isra Deblauwe,50.995305,5.634417,plastic sheet,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Oct,adult,M2L019,male,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL210,,2012/10/23,1,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Oct,adult,N1L009,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL211,1 leg broken,2012/10/23,1,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Oct,adult,N1L009,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL212,few legs,2012/10/23,1,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Oct,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL213,"bucket 2, 1 pupa",2012/10/23,12,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Oct,larvae,M2L010,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL214,bucket 2,2012/10/23,13,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Oct,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL215,bucket 1,2012/10/23,25,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L016Oct,larvae,M2L016,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL216,metal water through,2012/10/23,4,Isra Deblauwe,51.015543,5.597542,water through,As,"Niel-bij-As, in meadow",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L017Oct,larvae,M2L017,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL217,,2012/10/25,1,Isra Deblauwe,51.01663,5.600211,water through,As,"Niel-bij-As, in meadow",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L033Oct,larvae,M2L033,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL218,,2012/10/25,13,Isra Deblauwe,51.016436,5.589155,plastic container,As,"Niel-bij-As, next to meadow (next to M2L015)",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L033Oct,larvae,M2L033,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL219,,2012/10/25,18,Isra Deblauwe,51.016436,5.589155,plastic container,As,"Niel-bij-As, next to meadow (next to M2L015)",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L035Oct,larvae,M2L035,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL220,,2012/10/25,1,Isra Deblauwe,50.996316,5.621583,bucket,Maasmechelen,"black bucket, on private property of APK Infra & Bouw",2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L037Oct,larvae,M2L037,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL221,,2012/10/25,25,Isra Deblauwe,51.003673,5.634747,water trough,Dilsen-Stokkem,horse meadow with a lot of water troughs,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,adult,M2L020,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL222,in collection,2012/10/25,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,adult,M2L020,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL223,in collection,2012/10/25,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,adult,M2L020,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL224,complete,2012/10/25,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc1,adult,M2L020,male,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL225,in collection,2012/10/25,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/17 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Oct,larvae,ATL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL226,,2012/10/25,60,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/10/1 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Oct,larvae,ATL001,unknown,Aedes geniculatus,Aedes,geniculatus,,ITG:MOSQ:LARV:EL227,,2012/10/25,1,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/10/1 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Oct,larvae,ATL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL228,Small larvae,2012/10/25,4,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/10/1 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Oc2,larvae,M2L022,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL229,,2012/10/25,2,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,larvae,M2L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL230,,2012/10/25,2,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,larvae,M2L023,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL231,,2012/10/25,32,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L040Oct,larvae,M2L040,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL232,,2012/10/25,11,Isra Deblauwe,50.994709,5.674278,water recipient for flowers,Maasmechelen,cemetry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L039Oct,larvae,M2L039,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL233,,2012/10/25,9,Isra Deblauwe,50.994426,5.604197,tyre,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,larvae,M2L038,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL234,1 pupa,2012/10/25,17,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL235,"right, in front",2012/10/25,61,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL236,"right, in front",2012/10/25,9,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL237,"right, in front",2012/10/25,6,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL238,"left, in front",2012/10/25,15,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL239,"in front, a lot of small larvae",2012/10/25,25,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL240,in front,2012/10/25,7,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,ITG:MOSQ:LARV:EL241,"at the back, tyres in meadow",2012/10/31,3,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL242,"at the back, tyres in meadow",2012/10/31,7,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL243,"at the back, tyres in meadow",2012/10/31,36,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Oct,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL244,at the back (2/27),2012/10/31,28,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Oct,larvae,N1L009,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL245,"rain water barrel, small larva",2012/10/31,1,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Oct,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL246,"tyres on old silage, 1 pupa",2012/10/31,21,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Oct,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL247,tyres on new silage + stable,2012/10/31,17,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL248,"right, at the back",2012/10/31,191,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL249,"right, at the back",2012/10/31,25,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc1,larvae,N1L001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL250,"right, at the back, small larva",2012/10/31,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Oct,larvae,N1L010,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL251,tyres on new silage + stable,2012/10/31,1,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Oct,larvae,N1L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL252,plastic sheet,2012/10/31,1,Isra Deblauwe,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Oct,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL253,in front,2012/10/31,93,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Oct,larvae,N1L022,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL254,in front,2012/10/31,1,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Oct,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL255,on courtyard,2012/10/31,54,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc2,larvae,M2L020,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL256,,2012/10/31,3,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Oc2,larvae,M2L002,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL257,,2012/10/31,4,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Oct,larvae,N1L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL258,,2012/10/31,1,Isra Deblauwe,50.270289,4.985958,water trough,Dinant,,2012/10/19 0:00:00
